Log_Date,COUNT
2016-03-21,6
2016-03-22,2
2016-03-23,2
2016-03-24,14
2016-03-25,0
2016-03-26,3
2016-03-27,0
2016-03-28,2
2016-03-29,4
2016-03-30,3
2016-03-31,3
2016-04-01,0
2016-04-02,1
2016-04-03,1
2016-04-04,1
2016-04-05,2
2016-04-06,4
2016-04-07,3
2016-04-08,3
2016-04-09,6
2016-04-10,13
2016-04-11,15
2016-04-12,5
2016-04-13,3
2016-04-14,4
2016-04-15,7
2016-04-16,6
2016-04-17,12
2016-04-18,9
2016-04-19,3
2016-04-20,3
2016-04-21,1
2016-04-22,3
2016-04-23,3
2016-04-24,3
2016-04-25,5
2016-04-26,4
2016-04-27,5
2016-04-28,5
2016-04-29,4
2016-04-30,6
2016-05-01,5
2016-05-02,4
2016-05-03,7
2016-05-04,5
2016-05-05,6
2016-05-06,4
2016-05-07,8
2016-05-08,7
2016-05-09,6
2016-05-10,12
2016-05-11,5
2016-05-12,2
2016-05-13,11
2016-05-14,3
2016-05-15,8
2016-05-16,6
2016-05-17,5
2016-05-18,8
2016-05-19,3
2016-05-20,2
2016-05-21,7
2016-05-22,1
2016-05-23,1
2016-05-24,9
2016-05-25,11
2016-05-26,14
2016-05-27,0
2016-05-28,7
2016-05-29,0
2016-05-30,11
2016-05-31,10
2016-06-01,1
2016-06-02,5
2016-06-03,5
2016-06-04,0
2016-06-05,6
2016-06-06,6
2016-06-07,3
2016-06-08,11
2016-06-09,1
2016-06-10,2
2016-06-11,4
2016-06-12,5
2016-06-13,6
2016-06-14,5
2016-06-15,2
2016-06-16,17
2016-06-17,7
2016-06-18,3
2016-06-19,10
2016-06-20,10
2016-06-21,7
2016-06-22,3
2016-06-23,7
2016-06-24,4
2016-06-25,14
2016-06-26,1
2016-06-27,3
2016-06-28,5
2016-06-29,17
2016-06-30,7
2016-07-01,11
2016-07-02,13
2016-07-03,13
2016-07-04,12
2016-07-05,11
2016-07-06,6
2016-07-07,3
2016-07-08,6
2016-07-09,9
2016-07-10,3
2016-07-11,7
2016-07-12,12
2016-07-13,24
2016-07-14,13
2016-07-15,6
2016-07-16,7
2016-07-17,7
