Log_Date,COUNT
2016-03-21,2
2016-03-22,1
2016-03-23,3
2016-03-24,1
2016-03-25,2
2016-03-26,3
2016-03-27,0
2016-03-28,2
2016-03-29,6
2016-03-30,1
2016-03-31,2
2016-04-01,0
2016-04-02,1
2016-04-03,1
2016-04-04,2
2016-04-05,3
2016-04-06,2
2016-04-07,3
2016-04-08,2
2016-04-09,8
2016-04-10,4
2016-04-11,2
2016-04-12,3
2016-04-13,5
2016-04-14,2
2016-04-15,2
2016-04-16,5
2016-04-17,1
2016-04-18,0
2016-04-19,4
2016-04-20,1
2016-04-21,2
2016-04-22,1
2016-04-23,2
2016-04-24,10
2016-04-25,3
2016-04-26,4
2016-04-27,2
2016-04-28,1
2016-04-29,1
2016-04-30,4
2016-05-01,1
2016-05-02,1
2016-05-03,2
2016-05-04,3
2016-05-05,6
2016-05-06,7
2016-05-07,7
2016-05-08,4
2016-05-09,0
2016-05-10,3
2016-05-11,5
2016-05-12,4
2016-05-13,1
2016-05-14,3
2016-05-15,2
2016-05-16,4
2016-05-17,0
2016-05-18,2
2016-05-19,1
2016-05-20,1
2016-05-21,6
2016-05-22,1
2016-05-23,1
2016-05-24,4
2016-05-25,2
2016-05-26,1
2016-05-27,3
2016-05-28,6
2016-05-29,0
2016-05-30,4
2016-05-31,1
2016-06-01,7
2016-06-02,1
2016-06-03,3
2016-06-04,0
2016-06-05,1
2016-06-06,1
2016-06-07,4
2016-06-08,3
2016-06-09,3
2016-06-10,7
2016-06-11,7
2016-06-12,5
2016-06-13,5
2016-06-14,6
2016-06-15,7
2016-06-16,4
2016-06-17,4
2016-06-18,2
2016-06-19,13
2016-06-20,6
2016-06-21,3
2016-06-22,9
2016-06-23,0
2016-06-24,2
2016-06-25,2
2016-06-26,0
2016-06-27,1
2016-06-28,3
2016-06-29,0
2016-06-30,4
2016-07-01,4
2016-07-02,11
2016-07-03,5
2016-07-04,5
2016-07-05,0
2016-07-06,2
2016-07-07,0
2016-07-08,0
2016-07-09,4
2016-07-10,8
2016-07-11,3
2016-07-12,2
2016-07-13,2
2016-07-14,4
2016-07-15,5
2016-07-16,3
2016-07-17,1
2016-07-18,5
2016-07-19,0
2016-07-20,1
2016-07-21,2
2016-07-22,8
2016-07-23,19
2016-07-24,19
2016-07-25,12
2016-07-26,3
2016-07-27,6
2016-07-28,3
2016-07-29,4
2016-07-30,4
2016-07-31,7
2016-08-01,6
2016-08-02,5
2016-08-03,23
2016-08-04,10
2016-08-05,4
2016-08-06,4
2016-08-07,13
2016-08-08,10
2016-08-09,5
2016-08-10,2
2016-08-11,8
2016-08-12,8
2016-08-13,18
2016-08-14,12
2016-08-15,9
2016-08-16,9
2016-08-17,23
2016-08-18,5
2016-08-19,4
2016-08-20,10
2016-08-21,5
2016-08-22,17
2016-08-23,19
2016-08-24,23
2016-08-25,6
2016-08-26,0
2016-08-27,13
2016-08-28,16
2016-08-29,7
2016-08-30,11
2016-08-31,5
2016-09-01,9
2016-09-02,4
2016-09-03,22
2016-09-04,1
2016-09-05,9
2016-09-06,3
2016-09-07,10
2016-09-08,16
2016-09-09,8
2016-09-10,3
2016-09-11,7
2016-09-12,4
2016-09-13,15
2016-09-14,4
2016-09-15,4
2016-09-16,5
2016-09-17,13
2016-09-18,10
2016-09-19,3
2016-09-20,1
2016-09-21,13
2016-09-22,12
2016-09-23,9
2016-09-24,15
2016-09-25,12
2016-09-26,7
2016-09-27,6
2016-09-28,5
2016-09-29,6
2016-09-30,4
2016-10-01,10
2016-10-02,6
2016-10-03,6
2016-10-04,18
2016-10-05,7
2016-10-06,6
2016-10-07,5
2016-10-08,8
2016-10-09,13
2016-10-10,13
2016-10-11,5
2016-10-12,1
2016-10-13,4
2016-10-14,4
2016-10-15,6
2016-10-16,2
2016-10-17,12
2016-10-18,5
2016-10-19,10
2016-10-20,3
2016-10-21,7
2016-10-22,7
2016-10-23,11
2016-10-24,8
2016-10-25,7
2016-10-26,7
2016-10-27,9
2016-10-28,8
2016-10-29,4
2016-10-30,5
2016-10-31,9
2016-11-01,2
2016-11-02,6
2016-11-03,3
2016-11-04,4
2016-11-05,5
2016-11-06,2
2016-11-07,6
2016-11-08,5
2016-11-09,3
2016-11-10,3
2016-11-11,3
2016-11-12,6
2016-11-13,8
2016-11-14,13
2016-11-15,4
2016-11-16,7
2016-11-17,5
2016-11-18,5
2016-11-19,4
2016-11-20,3
2016-11-21,2
2016-11-22,7
2016-11-23,6
2016-11-24,5
2016-11-25,8
2016-11-26,11
2016-11-27,6
2016-11-28,4
2016-11-29,7
2016-11-30,8
2016-12-01,7
2016-12-02,2
2016-12-03,5
2016-12-04,2
2016-12-05,4
2016-12-06,1
2016-12-07,6
2016-12-08,5
2016-12-09,5
2016-12-10,2
2016-12-11,1
2016-12-12,3
2016-12-13,2
2016-12-14,3
2016-12-15,0
2016-12-16,1
2016-12-17,2
2016-12-18,8
2016-12-19,3
2016-12-20,0
2016-12-21,3
2016-12-22,4
2016-12-23,0
2016-12-24,5
2016-12-25,6
2016-12-26,4
2016-12-27,8
2016-12-28,7
2016-12-29,5
2016-12-30,3
2016-12-31,4
2017-01-01,10
2017-01-02,10
2017-01-03,6
2017-01-04,5
2017-01-05,4
2017-01-06,10
2017-01-07,5
2017-01-08,8
2017-01-09,8
2017-01-10,9
2017-01-11,5
2017-01-12,5
2017-01-13,3
2017-01-14,4
2017-01-15,7
2017-01-16,7
2017-01-17,9
2017-01-18,6
2017-01-19,3
2017-01-20,5
2017-01-21,10
2017-01-22,4
2017-01-23,12
2017-01-24,9
2017-01-25,7
2017-01-26,6
2017-01-27,12
2017-01-28,3
2017-01-29,7
2017-01-30,11
2017-01-31,11
2017-02-01,7
2017-02-02,7
2017-02-03,4
2017-02-04,5
2017-02-05,6
2017-02-06,6
2017-02-07,8
2017-02-08,20
2017-02-09,7
2017-02-10,8
2017-02-11,13
2017-02-12,15
2017-02-13,18
2017-02-14,15
2017-02-15,10
2017-02-16,6
2017-02-17,6
2017-02-18,8
2017-02-19,13
2017-02-20,9
2017-02-21,20
2017-02-22,14
2017-02-23,12
2017-02-24,7
2017-02-25,10
2017-02-26,17
2017-02-27,17
2017-02-28,14
2017-03-01,9
2017-03-02,10
2017-03-03,8
2017-03-04,8
2017-03-05,14
2017-03-06,14
2017-03-07,10
2017-03-08,11
2017-03-09,6
2017-03-10,7
2017-03-11,7
2017-03-12,10
2017-03-13,4
2017-03-14,8
2017-03-15,10
2017-03-16,6
2017-03-17,3
2017-03-18,4
2017-03-19,11
2017-03-20,8
2017-03-21,19
2017-03-22,5
2017-03-23,8
2017-03-24,11
2017-03-25,13
2017-03-26,8
2017-03-27,6
2017-03-28,3
2017-03-29,8
2017-03-30,4
2017-03-31,4
2017-04-01,5
2017-04-02,2
2017-04-03,12
2017-04-04,20
2017-04-05,15
2017-04-06,1
2017-04-07,6
2017-04-08,15
2017-04-09,11
2017-04-10,6
2017-04-11,3
2017-04-12,7
2017-04-13,13
2017-04-14,7
2017-04-15,11
2017-04-16,12
2017-04-17,10
2017-04-18,2
2017-04-19,8
2017-04-20,12
2017-04-21,8
2017-04-22,5
2017-04-23,5
2017-04-24,7
2017-04-25,9
2017-04-26,12
2017-04-27,9
2017-04-28,6
