Log_Date,FROM,TO,COUNT
2016-03-31,30,67,3
2016-04-02,30,67,1
2016-04-03,30,67,1
2016-04-05,30,67,1
2016-04-10,30,67,3
2016-04-11,30,67,1
2016-04-12,30,67,1
2016-04-13,30,67,2
2016-04-17,30,67,3
2016-04-19,30,67,3
2016-04-24,30,67,1
2016-04-27,30,67,1
2016-04-28,30,67,1
2016-05-14,30,67,1
2016-05-15,30,67,1
2016-05-18,30,67,2
2016-05-23,30,67,1
2016-06-01,30,67,1
2016-06-15,30,67,1
2016-06-16,30,67,1
2016-06-18,30,67,2
2016-06-22,30,67,1
2016-06-26,30,67,1
2016-07-02,30,67,2
2016-07-04,30,67,1
2016-07-09,30,67,1
2016-07-11,30,67,3
2016-07-13,30,67,1
2016-07-14,30,67,1
2016-07-15,30,67,1
2016-07-18,30,67,1
2016-07-19,30,67,1
2016-07-24,30,67,1
2016-07-28,30,67,1
2016-08-11,30,67,1
2016-08-17,30,67,1
2016-08-20,30,67,2
2016-09-07,30,67,1
2016-09-09,30,67,2
2016-09-17,30,67,1
2016-09-18,30,67,1
2016-09-24,30,67,2
2016-09-28,30,67,1
2016-10-02,30,67,3
2016-10-03,30,67,2
2016-10-04,30,67,1
2016-10-05,30,67,2
2016-10-06,30,67,1
2016-10-07,30,67,1
2016-10-11,30,67,2
2016-10-15,30,67,1
2016-10-16,30,67,2
2016-10-18,30,67,1
2016-10-20,30,67,1
2016-10-24,30,67,1
2016-10-26,30,67,2
2016-11-05,30,67,5
2016-11-08,30,67,1
2016-11-09,30,67,1
2016-11-12,30,67,3
2016-11-14,30,67,1
2016-11-15,30,67,2
2016-11-18,30,67,1
2016-11-23,30,67,1
2016-11-26,30,67,3
2016-12-01,30,67,1
2016-12-02,30,67,1
2016-12-04,30,67,1
2016-12-07,30,67,3
2016-12-11,30,67,2
2016-12-13,30,67,3
2016-12-17,30,67,1
2016-12-18,30,67,2
2016-12-19,30,67,1
2016-12-20,30,67,1
2016-12-22,30,67,2
2016-12-23,30,67,2
2016-12-24,30,67,1
2016-12-26,30,67,1
2016-12-27,30,67,3
2016-12-28,30,67,1
2016-12-29,30,67,1
2016-12-30,30,67,1
2016-12-31,30,67,3
2017-01-03,30,67,2
2017-01-05,30,67,1
2017-01-06,30,67,1
2017-01-10,30,67,1
2017-01-13,30,67,1
2017-01-14,30,67,2
2017-01-20,30,67,1
2017-01-21,30,67,1
2017-01-23,30,67,1
2017-01-24,30,67,3
2017-01-25,30,67,1
2017-01-27,30,67,1
2017-01-29,30,67,2
2017-01-31,30,67,2
2017-02-02,30,67,2
2017-02-03,30,67,1
2017-02-06,30,67,1
2017-02-07,30,67,1
2017-02-08,30,67,3
2017-02-12,30,67,1
2017-02-13,30,67,1
2017-02-18,30,67,1
2017-02-19,30,67,1
2017-02-21,30,67,1
2017-03-05,30,67,1
2017-03-17,30,67,1
2017-03-18,30,67,1
2017-03-21,30,67,1
2017-03-25,30,67,1
2017-03-27,30,67,1
2017-04-08,30,67,2
2017-04-15,30,67,2
2017-04-16,30,67,1
2017-04-17,30,67,1
2017-04-18,30,67,2
2017-04-19,30,67,4
2017-04-21,30,67,1
2017-04-29,30,67,1
2017-05-01,30,67,2
2017-05-03,30,67,1
2017-05-04,30,67,1
2017-05-10,30,67,1
2017-05-11,30,67,1
2017-05-12,30,67,2
2017-05-17,30,67,1
2017-05-19,30,67,1
2017-05-22,30,67,2
2017-05-23,30,67,2
2017-05-24,30,67,1
2017-05-25,30,67,1
2017-05-29,30,67,1
2017-05-31,30,67,2
2017-06-01,30,67,3
2017-06-02,30,67,1
2017-06-03,30,67,1
2017-06-04,30,67,5
2017-06-05,30,67,3
2017-06-08,30,67,1
2017-06-10,30,67,5
2017-06-11,30,67,1
2017-06-12,30,67,1
2017-06-13,30,67,1
2017-06-14,30,67,1
2017-06-17,30,67,2
2017-06-18,30,67,2
2017-06-20,30,67,1
2017-06-21,30,67,1
2017-06-25,30,67,3
2017-06-26,30,67,1
2017-06-27,30,67,1
2017-06-28,30,67,2
2017-06-29,30,67,7
2017-06-30,30,67,1
2017-07-01,30,67,2
2017-07-08,30,67,3
2017-07-15,30,67,1
2017-07-16,30,67,1
2017-07-20,30,67,2
2017-07-21,30,67,2
2017-07-24,30,67,1
2017-07-26,30,67,3
2017-07-29,30,67,1
2017-07-30,30,67,2
2017-08-05,30,67,3
2017-08-07,30,67,2
2017-08-08,30,67,2
2017-08-15,30,67,1
2017-08-17,30,67,1
2017-08-19,30,67,1
2017-08-20,30,67,1
2017-08-27,30,67,1
2017-08-31,30,67,1
2017-09-02,30,67,2
2017-09-05,30,67,1
2017-09-08,30,67,1
2017-09-10,30,67,1
2017-09-11,30,67,1
2017-09-16,30,67,4
2017-09-17,30,67,1
2017-09-18,30,67,1
2017-09-19,30,67,1
2017-09-20,30,67,1
2017-09-22,30,67,1
2017-09-23,30,67,2
2017-09-25,30,67,1
2017-09-26,30,67,1
2017-09-29,30,67,2
2017-10-02,30,67,1
2017-10-03,30,67,3
