Log_Date,FROM,TO,COUNT
2016-03-25,42,30,1
2016-03-27,42,30,2
2016-03-29,42,30,2
2016-04-06,42,30,1
2016-04-19,42,30,1
2016-04-27,42,30,2
2016-05-04,42,30,1
2016-05-06,42,30,4
2016-05-08,42,30,1
2016-05-12,42,30,1
2016-05-14,42,30,2
2016-05-16,42,30,1
2016-05-17,42,30,2
2016-05-19,42,30,1
2016-05-21,42,30,1
2016-05-30,42,30,1
2016-06-09,42,30,1
2016-06-19,42,30,1
2016-06-20,42,30,1
2016-06-21,42,30,2
2016-06-22,42,30,1
2016-06-26,42,30,1
2016-06-27,42,30,1
2016-06-28,42,30,1
2016-07-13,42,30,1
2016-07-18,42,30,1
2016-07-20,42,30,1
2016-07-28,42,30,1
2016-08-03,42,30,1
2016-08-05,42,30,2
2016-08-06,42,30,1
2016-08-09,42,30,1
2016-08-11,42,30,1
2016-08-13,42,30,1
2016-08-14,42,30,1
2016-08-17,42,30,1
2016-08-20,42,30,6
2016-08-21,42,30,4
2016-08-23,42,30,1
2016-08-27,42,30,1
2016-08-28,42,30,2
2016-08-30,42,30,1
2016-08-31,42,30,2
2016-09-01,42,30,1
2016-09-03,42,30,2
2016-09-06,42,30,1
2016-09-09,42,30,1
2016-09-19,42,30,2
2016-09-25,42,30,1
2016-10-04,42,30,3
2016-10-16,42,30,1
2016-10-17,42,30,1
2016-10-21,42,30,1
2016-10-23,42,30,1
2016-10-28,42,30,2
2016-10-29,42,30,1
2016-10-30,42,30,2
2016-10-31,42,30,2
2016-11-02,42,30,2
2016-11-04,42,30,2
2016-11-06,42,30,1
2016-11-07,42,30,9
2016-11-09,42,30,1
2016-11-11,42,30,1
2016-11-12,42,30,3
2016-11-17,42,30,1
2016-11-19,42,30,1
2016-11-20,42,30,2
2016-11-21,42,30,3
2016-11-23,42,30,4
2016-11-24,42,30,4
2016-12-03,42,30,3
2016-12-05,42,30,1
2016-12-07,42,30,1
2016-12-09,42,30,1
2016-12-12,42,30,2
2016-12-13,42,30,2
2016-12-18,42,30,2
2016-12-22,42,30,5
2016-12-24,42,30,1
2016-12-28,42,30,1
2016-12-29,42,30,2
2016-12-30,42,30,1
2016-12-31,42,30,3
2017-01-02,42,30,2
2017-01-05,42,30,1
2017-01-06,42,30,1
2017-01-07,42,30,1
2017-01-09,42,30,2
2017-01-11,42,30,2
2017-01-12,42,30,3
2017-01-13,42,30,1
2017-01-14,42,30,3
2017-01-16,42,30,6
2017-01-17,42,30,1
2017-01-21,42,30,2
2017-01-22,42,30,2
2017-01-23,42,30,2
2017-01-24,42,30,3
2017-01-25,42,30,1
2017-01-26,42,30,3
2017-01-27,42,30,2
2017-01-28,42,30,5
2017-01-29,42,30,4
2017-01-30,42,30,2
2017-01-31,42,30,9
2017-02-01,42,30,4
2017-02-02,42,30,1
2017-02-03,42,30,2
2017-02-04,42,30,2
2017-02-05,42,30,4
2017-02-06,42,30,3
2017-02-07,42,30,3
2017-02-08,42,30,1
2017-02-09,42,30,2
2017-02-10,42,30,3
2017-02-11,42,30,5
2017-02-12,42,30,2
2017-02-13,42,30,7
2017-02-14,42,30,7
2017-02-15,42,30,5
2017-02-16,42,30,7
2017-02-17,42,30,1
2017-02-18,42,30,5
2017-02-19,42,30,2
2017-02-20,42,30,9
2017-02-21,42,30,5
2017-02-22,42,30,6
2017-02-23,42,30,1
2017-02-24,42,30,1
2017-02-25,42,30,1
2017-02-26,42,30,2
2017-02-27,42,30,2
2017-02-28,42,30,1
2017-03-03,42,30,1
2017-03-04,42,30,3
2017-03-05,42,30,10
2017-03-06,42,30,3
2017-03-07,42,30,3
2017-03-08,42,30,7
2017-03-09,42,30,1
2017-03-11,42,30,4
2017-03-12,42,30,1
2017-03-13,42,30,3
2017-03-14,42,30,2
2017-03-15,42,30,6
2017-03-17,42,30,2
2017-03-18,42,30,3
2017-03-19,42,30,1
2017-03-21,42,30,4
2017-03-22,42,30,4
2017-03-23,42,30,1
2017-03-24,42,30,1
2017-03-26,42,30,3
2017-03-27,42,30,1
2017-03-28,42,30,1
2017-03-30,42,30,4
2017-03-31,42,30,1
2017-04-02,42,30,1
2017-04-03,42,30,2
2017-04-04,42,30,3
2017-04-05,42,30,3
2017-04-07,42,30,1
2017-04-09,42,30,5
2017-04-11,42,30,2
2017-04-12,42,30,3
2017-04-13,42,30,1
2017-04-14,42,30,2
2017-04-16,42,30,4
2017-04-17,42,30,3
2017-04-19,42,30,1
2017-04-20,42,30,2
2017-04-21,42,30,5
2017-04-22,42,30,1
2017-04-23,42,30,7
2017-04-24,42,30,4
2017-04-25,42,30,2
2017-04-27,42,30,5
2017-05-01,42,30,2
2017-05-02,42,30,1
2017-05-03,42,30,1
2017-05-05,42,30,2
2017-05-06,42,30,2
2017-05-08,42,30,4
2017-05-11,42,30,1
