Log_Date,FROM,TO,COUNT
2016-03-21,30,37,1
2016-03-26,30,37,1
2016-03-27,30,37,2
2016-04-03,30,37,1
2016-04-09,30,37,1
2016-04-11,30,37,2
2016-04-12,30,37,1
2016-04-16,30,37,1
2016-04-19,30,37,1
2016-04-21,30,37,1
2016-04-25,30,37,1
2016-05-03,30,37,1
2016-05-05,30,37,2
2016-05-06,30,37,1
2016-05-12,30,37,1
2016-05-15,30,37,1
2016-05-19,30,37,2
2016-05-23,30,37,1
2016-05-26,30,37,1
2016-05-28,30,37,1
2016-05-31,30,37,2
2016-06-03,30,37,1
2016-06-04,30,37,1
2016-06-06,30,37,2
2016-06-08,30,37,1
2016-06-12,30,37,1
2016-06-26,30,37,2
2016-06-30,30,37,1
2016-07-05,30,37,1
2016-07-13,30,37,1
2016-07-16,30,37,2
2016-07-17,30,37,1
2016-07-25,30,37,1
2016-08-03,30,37,1
2016-08-07,30,37,1
2016-08-19,30,37,1
2016-08-20,30,37,1
2016-08-23,30,37,2
2016-08-25,30,37,2
2016-08-27,30,37,1
2016-09-12,30,37,2
2016-09-13,30,37,1
2016-09-14,30,37,2
2016-09-19,30,37,1
2016-09-22,30,37,1
2016-09-26,30,37,1
2016-09-27,30,37,2
2016-10-08,30,37,1
2016-10-10,30,37,3
2016-10-15,30,37,2
2016-10-23,30,37,1
2016-10-24,30,37,1
2016-10-26,30,37,1
2016-10-27,30,37,1
2016-10-28,30,37,1
2016-10-29,30,37,6
2016-10-31,30,37,1
2016-11-01,30,37,1
2016-11-05,30,37,1
2016-11-06,30,37,2
2016-11-08,30,37,1
2016-11-11,30,37,1
2016-11-12,30,37,1
2016-11-13,30,37,3
2016-11-15,30,37,2
2016-11-19,30,37,1
2016-11-21,30,37,3
2016-11-23,30,37,1
2016-11-24,30,37,3
2016-11-25,30,37,2
2016-11-26,30,37,1
2016-11-27,30,37,2
2016-11-29,30,37,1
2016-12-01,30,37,1
2016-12-04,30,37,3
2016-12-05,30,37,3
2016-12-12,30,37,1
2016-12-16,30,37,1
2016-12-17,30,37,1
2016-12-19,30,37,2
2016-12-21,30,37,1
2016-12-25,30,37,1
2016-12-27,30,37,1
2016-12-28,30,37,2
2016-12-30,30,37,1
2017-01-02,30,37,1
2017-01-08,30,37,1
2017-01-12,30,37,1
2017-01-14,30,37,1
2017-01-15,30,37,2
2017-01-16,30,37,2
2017-01-19,30,37,1
2017-01-20,30,37,1
2017-01-21,30,37,1
2017-01-22,30,37,3
2017-01-26,30,37,2
2017-01-28,30,37,1
2017-01-30,30,37,1
2017-02-14,30,37,2
2017-03-01,30,37,1
2017-03-09,30,37,1
2017-03-10,30,37,1
