Log_Date,FROM,TO,COUNT
2016-03-21,10,70,73
2016-03-22,10,70,52
2016-03-23,10,70,53
2016-03-24,10,70,52
2016-03-25,10,70,43
2016-03-26,10,70,61
2016-03-27,10,70,52
2016-03-28,10,70,52
2016-03-29,10,70,33
2016-03-30,10,70,39
2016-03-31,10,70,31
2016-04-01,10,70,24
2016-04-02,10,70,77
2016-04-03,10,70,57
2016-04-04,10,70,64
2016-04-05,10,70,66
2016-04-06,10,70,64
2016-04-07,10,70,47
2016-04-08,10,70,49
2016-04-09,10,70,93
2016-04-10,10,70,75
2016-04-11,10,70,73
2016-04-12,10,70,67
2016-04-13,10,70,54
2016-04-14,10,70,52
2016-04-15,10,70,40
2016-04-16,10,70,68
2016-04-17,10,70,62
2016-04-18,10,70,66
2016-04-19,10,70,66
2016-04-20,10,70,32
2016-04-21,10,70,45
2016-04-22,10,70,47
2016-04-23,10,70,84
2016-04-24,10,70,86
2016-04-25,10,70,66
2016-04-26,10,70,64
2016-04-27,10,70,62
2016-04-28,10,70,64
2016-04-29,10,70,53
2016-04-30,10,70,74
2016-05-01,10,70,66
2016-05-02,10,70,89
2016-05-03,10,70,75
2016-05-04,10,70,61
2016-05-05,10,70,59
2016-05-06,10,70,48
2016-05-07,10,70,72
2016-05-08,10,70,73
2016-05-09,10,70,58
2016-05-10,10,70,76
2016-05-11,10,70,71
2016-05-12,10,70,65
2016-05-13,10,70,41
2016-05-14,10,70,77
2016-05-15,10,70,80
2016-05-16,10,70,67
2016-05-17,10,70,79
2016-05-18,10,70,78
2016-05-19,10,70,73
2016-05-20,10,70,43
2016-05-21,10,70,75
2016-05-22,10,70,48
2016-05-23,10,70,102
2016-05-24,10,70,95
2016-05-25,10,70,103
2016-05-26,10,70,86
2016-05-27,10,70,50
2016-05-28,10,70,106
2016-05-29,10,70,101
2016-05-30,10,70,67
2016-05-31,10,70,92
2016-06-01,10,70,82
2016-06-02,10,70,68
2016-06-03,10,70,59
2016-06-04,10,70,65
2016-06-05,10,70,86
2016-06-06,10,70,81
2016-06-07,10,70,79
2016-06-08,10,70,97
2016-06-09,10,70,68
2016-06-10,10,70,74
2016-06-11,10,70,104
2016-06-12,10,70,88
2016-06-13,10,70,93
2016-06-14,10,70,83
2016-06-15,10,70,121
2016-06-16,10,70,84
2016-06-17,10,70,65
2016-06-18,10,70,105
2016-06-19,10,70,98
2016-06-20,10,70,73
2016-06-21,10,70,98
2016-06-22,10,70,106
2016-06-23,10,70,84
2016-06-24,10,70,74
2016-06-25,10,70,104
2016-06-26,10,70,109
2016-06-27,10,70,55
2016-06-28,10,70,94
2016-06-29,10,70,116
2016-06-30,10,70,84
2016-07-01,10,70,75
2016-07-02,10,70,120
2016-07-03,10,70,123
2016-07-04,10,70,95
2016-07-05,10,70,85
2016-07-06,10,70,70
2016-07-07,10,70,50
2016-07-08,10,70,66
2016-07-09,10,70,121
2016-07-10,10,70,117
2016-07-11,10,70,82
2016-07-12,10,70,87
2016-07-13,10,70,101
2016-07-14,10,70,90
2016-07-15,10,70,58
2016-07-16,10,70,105
2016-07-17,10,70,79
2016-07-18,10,70,87
2016-07-19,10,70,104
2016-07-20,10,70,88
2016-07-21,10,70,65
2016-07-22,10,70,53
2016-07-23,10,70,138
2016-07-24,10,70,88
2016-07-25,10,70,114
2016-07-26,10,70,102
2016-07-27,10,70,113
2016-07-28,10,70,81
2016-07-29,10,70,68
2016-07-30,10,70,76
2016-07-31,10,70,104
2016-08-01,10,70,107
2016-08-02,10,70,121
2016-08-03,10,70,105
2016-08-04,10,70,96
2016-08-05,10,70,59
2016-08-06,10,70,112
2016-08-07,10,70,94
2016-08-08,10,70,109
2016-08-09,10,70,111
2016-08-10,10,70,103
2016-08-11,10,70,92
2016-08-12,10,70,60
2016-08-13,10,70,138
2016-08-14,10,70,119
2016-08-15,10,70,118
2016-08-16,10,70,104
2016-08-17,10,70,105
2016-08-18,10,70,111
2016-08-19,10,70,68
2016-08-20,10,70,128
2016-08-21,10,70,129
2016-08-22,10,70,107
2016-08-23,10,70,111
2016-08-24,10,70,157
2016-08-25,10,70,94
2016-08-26,10,70,52
2016-08-27,10,70,117
2016-08-28,10,70,138
2016-08-29,10,70,143
2016-08-30,10,70,128
2016-08-31,10,70,135
2016-09-01,10,70,90
2016-09-02,10,70,99
2016-09-03,10,70,128
2016-09-04,10,70,124
2016-09-05,10,70,140
2016-09-06,10,70,141
2016-09-07,10,70,114
2016-09-08,10,70,87
2016-09-09,10,70,62
2016-09-10,10,70,100
2016-09-11,10,70,104
2016-09-12,10,70,78
2016-09-13,10,70,101
2016-09-14,10,70,110
2016-09-15,10,70,76
2016-09-16,10,70,68
2016-09-17,10,70,150
2016-09-18,10,70,114
2016-09-19,10,70,96
2016-09-20,10,70,69
2016-09-21,10,70,117
2016-09-22,10,70,67
2016-09-23,10,70,70
2016-09-24,10,70,133
2016-09-25,10,70,135
2016-09-26,10,70,129
2016-09-27,10,70,102
2016-09-28,10,70,134
2016-09-29,10,70,99
2016-09-30,10,70,62
2016-10-01,10,70,164
2016-10-02,10,70,131
2016-10-03,10,70,138
2016-10-04,10,70,125
