Log_Date,COUNT
2016-03-21,7
2016-03-22,8
2016-03-23,1
2016-03-24,0
2016-03-25,0
2016-03-26,6
2016-03-27,6
2016-03-28,4
2016-03-29,2
2016-03-30,0
2016-03-31,2
2016-04-01,1
2016-04-02,4
2016-04-03,3
2016-04-04,0
2016-04-05,0
2016-04-06,3
2016-04-07,2
2016-04-08,3
2016-04-09,7
2016-04-10,3
2016-04-11,1
2016-04-12,1
2016-04-13,2
2016-04-14,2
2016-04-15,3
2016-04-16,1
2016-04-17,4
2016-04-18,0
2016-04-19,8
2016-04-20,2
2016-04-21,2
2016-04-22,4
2016-04-23,0
2016-04-24,0
2016-04-25,3
2016-04-26,2
2016-04-27,7
2016-04-28,4
2016-04-29,3
2016-04-30,6
2016-05-01,5
2016-05-02,5
2016-05-03,8
2016-05-04,4
2016-05-05,1
2016-05-06,2
2016-05-07,3
2016-05-08,6
2016-05-09,2
2016-05-10,7
2016-05-11,3
2016-05-12,1
2016-05-13,4
2016-05-14,3
2016-05-15,8
2016-05-16,0
2016-05-17,3
2016-05-18,0
2016-05-19,3
2016-05-20,2
2016-05-21,0
2016-05-22,4
2016-05-23,4
2016-05-24,6
2016-05-25,2
2016-05-26,3
2016-05-27,6
2016-05-28,4
2016-05-29,5
2016-05-30,0
2016-05-31,3
2016-06-01,3
2016-06-02,4
2016-06-03,5
2016-06-04,1
2016-06-05,5
2016-06-06,3
2016-06-07,2
2016-06-08,4
2016-06-09,2
2016-06-10,2
2016-06-11,2
2016-06-12,0
2016-06-13,1
2016-06-14,0
2016-06-15,3
2016-06-16,5
2016-06-17,4
2016-06-18,8
2016-06-19,9
2016-06-20,5
2016-06-21,4
2016-06-22,6
2016-06-23,5
2016-06-24,4
2016-06-25,6
2016-06-26,4
2016-06-27,3
2016-06-28,1
2016-06-29,11
2016-06-30,9
2016-07-01,1
2016-07-02,5
2016-07-03,3
2016-07-04,15
2016-07-05,5
2016-07-06,3
2016-07-07,4
2016-07-08,2
2016-07-09,15
2016-07-10,3
2016-07-11,6
2016-07-12,7
2016-07-13,5
2016-07-14,9
2016-07-15,2
2016-07-16,10
2016-07-17,1
2016-07-18,5
2016-07-19,8
2016-07-20,7
2016-07-21,8
2016-07-22,9
2016-07-23,4
2016-07-24,6
2016-07-25,6
2016-07-26,5
2016-07-27,7
2016-07-28,6
2016-07-29,8
2016-07-30,8
2016-07-31,3
2016-08-01,14
2016-08-02,5
2016-08-03,4
2016-08-04,3
2016-08-05,13
2016-08-06,6
2016-08-07,9
2016-08-08,4
2016-08-09,8
2016-08-10,8
2016-08-11,6
2016-08-12,7
2016-08-13,7
2016-08-14,7
2016-08-15,8
2016-08-16,10
2016-08-17,6
2016-08-18,7
2016-08-19,3
2016-08-20,2
2016-08-21,12
2016-08-22,9
2016-08-23,11
2016-08-24,9
2016-08-25,5
2016-08-26,9
2016-08-27,9
2016-08-28,14
2016-08-29,11
2016-08-30,8
2016-08-31,8
2016-09-01,8
2016-09-02,4
2016-09-03,7
2016-09-04,12
2016-09-05,4
2016-09-06,6
2016-09-07,2
2016-09-08,3
2016-09-09,9
2016-09-10,4
2016-09-11,5
2016-09-12,4
2016-09-13,13
2016-09-14,6
2016-09-15,8
2016-09-16,1
2016-09-17,2
2016-09-18,2
2016-09-19,5
2016-09-20,4
2016-09-21,5
2016-09-22,4
2016-09-23,2
2016-09-24,2
2016-09-25,5
2016-09-26,4
2016-09-27,2
2016-09-28,7
2016-09-29,1
2016-09-30,7
2016-10-01,15
2016-10-02,9
