Log_Date,FROM,TO,COUNT
2016-07-24,49,16,3
2016-07-25,49,16,1
2016-07-27,49,16,2
2016-07-28,49,16,2
2016-07-30,49,16,1
2016-08-01,49,16,2
2016-08-02,49,16,1
2016-08-05,49,16,1
2016-08-06,49,16,1
2016-08-07,49,16,1
2016-08-08,49,16,1
2016-08-10,49,16,4
2016-08-14,49,16,2
2016-08-24,49,16,3
2016-08-26,49,16,1
2016-08-29,49,16,2
2016-08-30,49,16,2
2016-09-06,49,16,1
2016-09-10,49,16,1
2016-09-11,49,16,1
2016-09-13,49,16,1
2016-09-18,49,16,1
2016-09-23,49,16,2
2016-09-25,49,16,1
2016-09-26,49,16,3
2016-09-29,49,16,2
2016-10-02,49,16,1
2016-10-03,49,16,1
2016-10-19,49,16,1
2016-10-24,49,16,1
2016-10-27,49,16,2
2016-11-01,49,16,1
2016-11-03,49,16,1
2016-11-06,49,16,2
2016-11-08,49,16,3
2016-11-14,49,16,1
2016-11-18,49,16,1
2016-11-19,49,16,4
2016-11-24,49,16,2
2016-11-25,49,16,2
2016-11-28,49,16,3
2016-12-16,49,16,1
2016-12-19,49,16,1
2016-12-28,49,16,1
2016-12-30,49,16,1
2017-01-06,49,16,1
2017-01-07,49,16,1
2017-01-08,49,16,1
2017-01-09,49,16,1
2017-01-10,49,16,1
2017-01-11,49,16,1
2017-01-12,49,16,1
2017-01-13,49,16,1
2017-01-14,49,16,1
2017-01-15,49,16,1
2017-01-18,49,16,1
2017-01-19,49,16,1
2017-01-25,49,16,1
2017-01-26,49,16,1
2017-01-27,49,16,1
2017-01-28,49,16,1
2017-01-29,49,16,1
2017-01-30,49,16,2
2017-01-31,49,16,3
2017-02-04,49,16,2
2017-02-06,49,16,2
2017-02-07,49,16,1
2017-02-08,49,16,1
2017-02-10,49,16,1
2017-02-12,49,16,1
2017-02-18,49,16,1
2017-02-19,49,16,2
2017-02-20,49,16,1
2017-02-24,49,16,2
2017-02-25,49,16,3
2017-02-26,49,16,1
2017-02-27,49,16,1
2017-02-28,49,16,2
2017-03-04,49,16,2
2017-03-05,49,16,1
2017-03-06,49,16,1
2017-03-07,49,16,3
2017-03-09,49,16,2
2017-03-10,49,16,3
2017-03-11,49,16,1
2017-03-13,49,16,2
2017-03-14,49,16,1
