Log_Date,COUNT
2016-03-21,4
2016-03-22,5
2016-03-23,4
2016-03-24,7
2016-03-25,3
2016-03-26,4
2016-03-27,4
2016-03-28,1
2016-03-29,4
2016-03-30,3
2016-03-31,1
2016-04-01,9
2016-04-02,11
2016-04-03,4
2016-04-04,4
2016-04-05,7
2016-04-06,5
2016-04-07,3
2016-04-08,1
2016-04-09,1
2016-04-10,3
2016-04-11,6
2016-04-12,0
2016-04-13,8
2016-04-14,8
2016-04-15,7
2016-04-16,4
2016-04-17,6
2016-04-18,2
2016-04-19,6
2016-04-20,8
2016-04-21,2
2016-04-22,5
2016-04-23,4
2016-04-24,8
2016-04-25,8
2016-04-26,7
2016-04-27,4
2016-04-28,7
2016-04-29,4
2016-04-30,9
2016-05-01,6
2016-05-02,5
2016-05-03,5
2016-05-04,10
2016-05-05,2
2016-05-06,7
2016-05-07,8
2016-05-08,5
2016-05-09,9
2016-05-10,4
2016-05-11,11
2016-05-12,10
2016-05-13,7
2016-05-14,8
2016-05-15,11
2016-05-16,4
2016-05-17,10
2016-05-18,7
2016-05-19,15
2016-05-20,4
2016-05-21,8
2016-05-22,5
2016-05-23,6
2016-05-24,8
2016-05-25,5
2016-05-26,2
2016-05-27,6
2016-05-28,6
2016-05-29,5
2016-05-30,2
2016-05-31,7
2016-06-01,8
2016-06-02,7
2016-06-03,2
2016-06-04,6
2016-06-05,6
2016-06-06,1
2016-06-07,6
2016-06-08,6
2016-06-09,7
2016-06-10,5
2016-06-11,11
2016-06-12,9
2016-06-13,7
2016-06-14,8
2016-06-15,6
2016-06-16,6
2016-06-17,2
2016-06-18,4
2016-06-19,6
2016-06-20,6
2016-06-21,6
2016-06-22,6
2016-06-23,3
2016-06-24,9
2016-06-25,12
2016-06-26,12
2016-06-27,7
2016-06-28,7
2016-06-29,1
2016-06-30,6
2016-07-01,2
2016-07-02,5
2016-07-03,5
2016-07-04,4
2016-07-05,11
2016-07-06,7
2016-07-07,5
2016-07-08,1
2016-07-09,4
2016-07-10,10
2016-07-11,9
2016-07-12,9
2016-07-13,5
2016-07-14,8
2016-07-15,4
2016-07-16,3
2016-07-17,9
2016-07-18,9
2016-07-19,7
2016-07-20,5
2016-07-21,9
2016-07-22,2
2016-07-23,8
2016-07-24,4
2016-07-25,10
2016-07-26,12
2016-07-27,8
2016-07-28,6
2016-07-29,7
2016-07-30,6
2016-07-31,4
2016-08-01,5
2016-08-02,2
2016-08-03,10
2016-08-04,5
2016-08-05,4
2016-08-06,10
2016-08-07,7
2016-08-08,9
2016-08-09,7
2016-08-10,8
2016-08-11,12
2016-08-12,2
2016-08-13,3
2016-08-14,8
2016-08-15,5
2016-08-16,6
2016-08-17,6
2016-08-18,4
2016-08-19,5
2016-08-20,5
2016-08-21,12
2016-08-22,4
2016-08-23,5
2016-08-24,10
2016-08-25,5
2016-08-26,6
2016-08-27,3
2016-08-28,9
2016-08-29,12
2016-08-30,7
2016-08-31,4
2016-09-01,7
2016-09-02,1
2016-09-03,10
2016-09-04,6
2016-09-05,3
2016-09-06,5
2016-09-07,4
2016-09-08,4
2016-09-09,2
2016-09-10,7
2016-09-11,13
2016-09-12,1
2016-09-13,8
2016-09-14,10
2016-09-15,5
2016-09-16,6
2016-09-17,9
2016-09-18,8
2016-09-19,9
2016-09-20,4
2016-09-21,7
2016-09-22,5
2016-09-23,13
2016-09-24,13
2016-09-25,18
2016-09-26,7
2016-09-27,18
2016-09-28,11
2016-09-29,7
2016-09-30,6
2016-10-01,13
2016-10-02,7
2016-10-03,8
2016-10-04,3
2016-10-05,7
2016-10-06,9
2016-10-07,18
2016-10-08,17
2016-10-09,9
2016-10-10,11
2016-10-11,1
2016-10-12,2
2016-10-13,3
2016-10-14,4
2016-10-15,6
2016-10-16,3
2016-10-17,11
2016-10-18,18
2016-10-19,8
2016-10-20,10
2016-10-21,8
2016-10-22,16
2016-10-23,15
2016-10-24,25
2016-10-25,16
2016-10-26,11
2016-10-27,12
2016-10-28,7
2016-10-29,16
2016-10-30,10
2016-10-31,11
2016-11-01,16
2016-11-02,5
2016-11-03,10
2016-11-04,11
2016-11-05,16
2016-11-06,8
2016-11-07,13
2016-11-08,15
2016-11-09,7
2016-11-10,8
2016-11-11,9
2016-11-12,3
2016-11-13,17
2016-11-14,4
2016-11-15,5
2016-11-16,9
2016-11-17,5
2016-11-18,7
2016-11-19,4
2016-11-20,2
2016-11-21,7
2016-11-22,11
2016-11-23,6
2016-11-24,7
2016-11-25,10
2016-11-26,5
2016-11-27,7
2016-11-28,2
2016-11-29,10
2016-11-30,8
2016-12-01,8
2016-12-02,5
2016-12-03,5
2016-12-04,6
2016-12-05,14
2016-12-06,15
2016-12-07,15
2016-12-08,2
2016-12-09,11
2016-12-10,21
2016-12-11,8
2016-12-12,15
2016-12-13,6
2016-12-14,17
2016-12-15,10
2016-12-16,8
2016-12-17,5
2016-12-18,8
2016-12-19,5
2016-12-20,11
2016-12-21,2
2016-12-22,12
2016-12-23,8
2016-12-24,7
2016-12-25,10
2016-12-26,8
2016-12-27,17
2016-12-28,10
2016-12-29,4
2016-12-30,5
2016-12-31,10
2017-01-01,12
2017-01-02,8
2017-01-03,5
2017-01-04,14
2017-01-05,8
2017-01-06,5
2017-01-07,7
2017-01-08,4
2017-01-09,6
2017-01-10,10
2017-01-11,10
2017-01-12,18
2017-01-13,7
2017-01-14,12
2017-01-15,18
2017-01-16,8
2017-01-17,13
2017-01-18,11
2017-01-19,9
2017-01-20,12
2017-01-21,7
2017-01-22,4
2017-01-23,7
2017-01-24,17
2017-01-25,18
2017-01-26,8
2017-01-27,12
2017-01-28,8
2017-01-29,10
2017-01-30,7
2017-01-31,15
2017-02-01,19
2017-02-02,22
2017-02-03,7
2017-02-04,19
2017-02-05,3
2017-02-06,20
2017-02-07,26
2017-02-08,10
2017-02-09,8
2017-02-10,1
2017-02-11,7
2017-02-12,14
2017-02-13,15
2017-02-14,11
2017-02-15,10
2017-02-16,8
2017-02-17,3
2017-02-18,15
2017-02-19,15
2017-02-20,15
2017-02-21,19
2017-02-22,16
2017-02-23,10
2017-02-24,10
2017-02-25,13
2017-02-26,11
2017-02-27,12
2017-02-28,21
2017-03-01,17
2017-03-02,9
2017-03-03,8
2017-03-04,13
2017-03-05,8
2017-03-06,15
2017-03-07,10
2017-03-08,7
2017-03-09,6
2017-03-10,3
2017-03-11,9
2017-03-12,8
2017-03-13,11
2017-03-14,10
2017-03-15,7
2017-03-16,10
2017-03-17,5
2017-03-18,11
2017-03-19,4
2017-03-20,5
2017-03-21,3
2017-03-22,8
2017-03-23,16
2017-03-24,9
2017-03-25,7
2017-03-26,7
2017-03-27,11
2017-03-28,15
2017-03-29,10
2017-03-30,5
2017-03-31,8
2017-04-01,1
2017-04-02,6
2017-04-03,11
2017-04-04,8
2017-04-05,21
2017-04-06,15
2017-04-07,17
2017-04-08,12
2017-04-09,14
2017-04-10,19
2017-04-11,14
2017-04-12,13
2017-04-13,19
2017-04-14,4
2017-04-15,18
2017-04-16,14
2017-04-17,16
2017-04-18,25
2017-04-19,11
2017-04-20,8
2017-04-21,5
2017-04-22,11
2017-04-23,6
2017-04-24,13
2017-04-25,16
2017-04-26,4
2017-04-27,8
2017-04-28,13
2017-04-29,15
2017-04-30,7
2017-05-01,13
2017-05-02,11
2017-05-03,16
2017-05-04,10
2017-05-05,4
2017-05-06,18
2017-05-07,12
2017-05-08,12
2017-05-09,12
2017-05-10,19
2017-05-11,9
2017-05-12,7
2017-05-13,10
2017-05-14,9
2017-05-15,12
2017-05-16,15
2017-05-17,13
2017-05-18,10
2017-05-19,4
2017-05-20,20
2017-05-21,8
2017-05-22,14
2017-05-23,12
2017-05-24,14
2017-05-25,7
2017-05-26,10
2017-05-27,17
2017-05-28,19
2017-05-29,10
2017-05-30,12
2017-05-31,22
2017-06-01,13
2017-06-02,9
2017-06-03,13
2017-06-04,7
2017-06-05,9
2017-06-06,23
2017-06-07,13
2017-06-08,5
2017-06-09,4
2017-06-10,25
2017-06-11,17
2017-06-12,10
2017-06-13,9
2017-06-14,16
2017-06-15,10
2017-06-16,7
2017-06-17,9
2017-06-18,11
2017-06-19,12
2017-06-20,14
2017-06-21,13
2017-06-22,19
2017-06-23,18
2017-06-24,21
2017-06-25,16
2017-06-26,14
2017-06-27,16
