Log_Date,COUNT
2017-06-22,2
2017-06-23,0
2017-06-24,1
2017-06-25,2
2017-06-26,0
2017-06-27,5
2017-06-28,0
2017-06-29,2
2017-06-30,0
2017-07-01,0
2017-07-02,0
2017-07-03,0
2017-07-04,0
2017-07-05,1
2017-07-06,0
2017-07-07,0
2017-07-08,0
2017-07-09,0
2017-07-10,0
2017-07-11,0
2017-07-12,0
2017-07-13,0
2017-07-14,0
2017-07-15,0
2017-07-16,1
2017-07-17,0
2017-07-18,0
2017-07-19,4
2017-07-20,1
2017-07-21,0
2017-07-22,0
2017-07-23,1
2017-07-24,0
2017-07-25,0
2017-07-26,0
2017-07-27,0
2017-07-28,0
2017-07-29,1
2017-07-30,0
2017-07-31,1
2017-08-01,0
2017-08-02,0
2017-08-03,0
2017-08-04,1
2017-08-05,2
2017-08-06,0
2017-08-07,0
2017-08-08,0
2017-08-09,0
2017-08-10,0
2017-08-11,0
2017-08-12,0
2017-08-13,0
2017-08-14,0
2017-08-15,1
2017-08-16,0
2017-08-17,0
2017-08-18,0
2017-08-19,1
2017-08-20,0
2017-08-21,0
2017-08-22,0
2017-08-23,0
2017-08-24,1
2017-08-25,1
2017-08-26,0
2017-08-27,0
2017-08-28,1
2017-08-29,0
2017-08-30,0
2017-08-31,0
2017-09-01,0
2017-09-02,2
2017-09-03,2
2017-09-04,0
2017-09-05,1
2017-09-06,0
2017-09-07,0
2017-09-08,0
2017-09-09,1
2017-09-10,5
2017-09-11,2
2017-09-12,0
2017-09-13,0
2017-09-14,1
2017-09-15,0
2017-09-16,0
2017-09-17,1
2017-09-18,0
2017-09-19,0
2017-09-20,1
