Log_Date,FROM,TO,COUNT
2017-03-12,56,58,1
2017-04-11,56,58,1
2017-04-13,56,58,1
2017-04-14,56,58,1
2017-04-17,56,58,1
2017-04-18,56,58,1
2017-04-20,56,58,1
2017-04-21,56,58,6
2017-04-25,56,58,3
2017-05-02,56,58,1
2017-05-04,56,58,1
2017-05-10,56,58,1
2017-05-11,56,58,2
2017-05-12,56,58,1
2017-05-13,56,58,1
2017-05-14,56,58,2
2017-05-15,56,58,1
2017-05-16,56,58,3
2017-05-18,56,58,1
2017-05-20,56,58,2
2017-05-24,56,58,3
2017-05-26,56,58,1
2017-05-27,56,58,2
2017-05-28,56,58,1
2017-05-29,56,58,3
2017-05-30,56,58,2
2017-05-31,56,58,3
2017-06-01,56,58,1
2017-06-02,56,58,2
2017-06-04,56,58,1
2017-06-05,56,58,1
2017-06-06,56,58,1
2017-06-10,56,58,1
2017-06-11,56,58,1
2017-06-12,56,58,2
2017-06-13,56,58,1
2017-06-16,56,58,3
2017-06-17,56,58,4
2017-06-18,56,58,1
2017-06-19,56,58,1
2017-06-20,56,58,4
2017-06-21,56,58,1
2017-06-24,56,58,1
2017-06-25,56,58,2
2017-06-26,56,58,2
2017-06-27,56,58,1
2017-06-28,56,58,1
2017-06-29,56,58,3
2017-06-30,56,58,2
2017-07-01,56,58,2
2017-07-02,56,58,1
2017-07-03,56,58,2
2017-07-04,56,58,1
2017-07-05,56,58,1
2017-07-06,56,58,4
2017-07-07,56,58,1
2017-07-12,56,58,2
2017-07-13,56,58,3
2017-07-15,56,58,1
2017-07-16,56,58,1
2017-07-17,56,58,1
2017-07-20,56,58,1
2017-07-21,56,58,2
2017-07-23,56,58,1
2017-07-25,56,58,1
2017-07-26,56,58,3
2017-07-27,56,58,1
2017-07-28,56,58,1
2017-07-29,56,58,3
2017-07-30,56,58,2
2017-07-31,56,58,2
2017-08-01,56,58,2
2017-08-02,56,58,1
2017-08-03,56,58,4
2017-08-04,56,58,2
2017-08-05,56,58,2
2017-08-06,56,58,2
2017-08-08,56,58,1
2017-08-09,56,58,1
2017-08-10,56,58,2
2017-08-13,56,58,1
2017-08-14,56,58,1
2017-08-15,56,58,1
2017-08-17,56,58,1
2017-08-18,56,58,1
2017-08-19,56,58,2
2017-08-20,56,58,1
2017-08-21,56,58,2
2017-08-22,56,58,3
2017-08-25,56,58,1
2017-08-26,56,58,3
2017-08-27,56,58,1
2017-08-28,56,58,1
2017-08-29,56,58,1
2017-08-30,56,58,1
2017-09-03,56,58,1
2017-09-04,56,58,1
2017-09-05,56,58,3
2017-09-06,56,58,1
2017-09-09,56,58,1
2017-09-10,56,58,1
2017-09-11,56,58,1
2017-09-13,56,58,2
2017-09-14,56,58,2
2017-09-15,56,58,1
2017-09-16,56,58,1
2017-09-20,56,58,4
2017-09-23,56,58,4
2017-09-25,56,58,1
2017-09-26,56,58,1
2017-09-28,56,58,1
2017-09-29,56,58,1
2017-10-03,56,58,2
2017-10-04,56,58,2
2017-10-07,56,58,3
2017-10-17,56,58,1
2017-10-18,56,58,2
2017-10-20,56,58,1
2017-10-21,56,58,1
2017-10-25,56,58,1
2017-11-04,56,58,2
2017-12-11,56,58,1
2017-12-23,56,58,1
2018-01-02,56,58,1
2018-01-09,56,58,1
2018-01-10,56,58,1
2018-01-14,56,58,1
2018-01-16,56,58,1
2018-01-21,56,58,2
2018-02-04,56,58,1
2018-02-05,56,58,1
2018-02-23,56,58,2
2018-02-26,56,58,1
2018-03-06,56,58,1
2018-03-12,56,58,1
