Log_Date,FROM,TO,COUNT
2016-03-22,49,42,3
2016-03-23,49,42,2
2016-03-24,49,42,2
2016-03-26,49,42,1
2016-03-29,49,42,1
2016-03-30,49,42,1
2016-04-12,49,42,1
2016-04-20,49,42,1
2016-04-23,49,42,1
2016-04-24,49,42,1
2016-05-09,49,42,1
2016-05-12,49,42,1
2016-05-21,49,42,1
2016-05-23,49,42,1
2016-06-01,49,42,1
2016-06-08,49,42,3
2016-06-30,49,42,2
2016-07-22,49,42,1
2016-07-23,49,42,1
2016-07-29,49,42,2
2016-08-02,49,42,1
2016-08-08,49,42,4
2016-08-16,49,42,1
2016-08-24,49,42,1
2016-08-29,49,42,2
2016-08-30,49,42,1
2016-09-02,49,42,1
2016-09-03,49,42,1
2016-09-05,49,42,2
2016-09-06,49,42,3
2016-09-07,49,42,2
2016-09-10,49,42,4
2016-09-12,49,42,1
2016-09-13,49,42,2
2016-09-14,49,42,1
2016-09-17,49,42,1
2016-09-18,49,42,1
2016-09-25,49,42,3
2016-09-26,49,42,3
2016-09-27,49,42,1
2016-10-03,49,42,2
2016-10-06,49,42,2
2016-10-07,49,42,4
2016-10-08,49,42,1
2016-10-13,49,42,1
2016-10-15,49,42,2
2016-10-17,49,42,1
2016-10-29,49,42,2
2016-10-31,49,42,1
2016-11-01,49,42,1
2016-11-05,49,42,1
2016-11-06,49,42,1
2016-11-10,49,42,1
2016-11-13,49,42,3
2016-11-16,49,42,1
2016-11-17,49,42,1
2016-11-20,49,42,2
2016-11-22,49,42,2
2016-11-23,49,42,3
2016-11-24,49,42,1
2016-11-26,49,42,3
2016-11-29,49,42,1
2016-11-30,49,42,1
2016-12-03,49,42,1
2016-12-04,49,42,3
2016-12-06,49,42,1
2016-12-07,49,42,4
2016-12-08,49,42,4
2016-12-09,49,42,1
2016-12-11,49,42,1
2016-12-13,49,42,1
2016-12-14,49,42,1
2016-12-16,49,42,1
2016-12-20,49,42,1
2016-12-21,49,42,2
2016-12-22,49,42,1
2016-12-23,49,42,1
2016-12-28,49,42,1
2016-12-29,49,42,1
2017-01-01,49,42,1
2017-01-02,49,42,1
2017-01-04,49,42,2
2017-01-05,49,42,1
2017-01-08,49,42,1
2017-01-09,49,42,1
2017-01-13,49,42,3
2017-01-14,49,42,2
2017-01-17,49,42,5
2017-01-19,49,42,4
2017-01-20,49,42,1
2017-01-21,49,42,1
2017-01-22,49,42,1
2017-01-24,49,42,2
2017-01-25,49,42,2
2017-01-28,49,42,1
2017-02-01,49,42,2
2017-02-05,49,42,4
2017-02-10,49,42,2
2017-02-11,49,42,3
2017-02-12,49,42,2
2017-02-13,49,42,5
2017-02-15,49,42,2
2017-02-18,49,42,2
2017-02-21,49,42,4
2017-02-22,49,42,5
2017-02-24,49,42,3
2017-02-25,49,42,1
2017-02-26,49,42,6
2017-02-27,49,42,6
2017-02-28,49,42,3
2017-03-03,49,42,1
2017-03-04,49,42,1
2017-03-07,49,42,2
2017-03-09,49,42,2
2017-03-10,49,42,1
2017-03-11,49,42,2
2017-03-13,49,42,2
2017-03-15,49,42,9
2017-03-16,49,42,6
2017-03-17,49,42,4
2017-03-18,49,42,2
2017-03-19,49,42,4
2017-03-21,49,42,1
2017-03-22,49,42,6
2017-03-23,49,42,3
2017-03-25,49,42,2
2017-03-26,49,42,3
2017-03-27,49,42,3
2017-03-28,49,42,5
2017-03-29,49,42,1
2017-04-02,49,42,2
2017-04-03,49,42,1
2017-04-05,49,42,1
2017-04-06,49,42,5
2017-04-08,49,42,1
2017-04-09,49,42,2
2017-04-11,49,42,1
2017-04-13,49,42,1
