Log_Date,FROM,TO,COUNT
2017-01-26,39,49,1
2017-01-27,39,49,2
2017-02-01,39,49,2
2017-02-08,39,49,1
2017-02-20,39,49,1
2017-02-25,39,49,2
2017-04-10,39,49,1
2017-04-12,39,49,1
2017-04-18,39,49,1
2017-04-20,39,49,2
2017-04-23,39,49,1
2017-05-07,39,49,1
2017-05-08,39,49,2
2017-05-12,39,49,2
2017-05-16,39,49,1
2017-05-25,39,49,2
2017-05-28,39,49,1
2017-06-07,39,49,1
2017-06-18,39,49,1
2017-06-29,39,49,1
2017-07-16,39,49,2
2017-08-05,39,49,1
2017-08-11,39,49,2
2017-08-13,39,49,1
2017-08-18,39,49,1
2017-08-19,39,49,1
2017-08-22,39,49,1
2017-08-23,39,49,2
2017-08-25,39,49,1
2017-08-26,39,49,1
2017-09-20,39,49,1
2017-09-21,39,49,2
2017-09-27,39,49,1
2017-10-18,39,49,1
2017-10-23,39,49,2
2017-11-03,39,49,1
2017-11-06,39,49,1
2017-11-09,39,49,2
2017-11-11,39,49,1
2017-11-12,39,49,1
2017-11-17,39,49,1
2017-11-23,39,49,1
2017-11-25,39,49,1
2017-11-26,39,49,1
2017-12-09,39,49,1
2017-12-20,39,49,1
2017-12-25,39,49,1
2017-12-29,39,49,2
2018-01-29,39,49,1
2018-02-04,39,49,2
2018-02-08,39,49,1
2018-02-13,39,49,1
2018-02-22,39,49,1
2018-02-28,39,49,2
2018-03-07,39,49,1
2018-03-08,39,49,1
2018-03-11,39,49,1
2018-03-15,39,49,1
