Log_Date,FROM,TO,COUNT
2016-03-21,6,49,3
2016-03-31,6,49,1
2016-04-09,6,49,1
2016-04-12,6,49,3
2016-04-15,6,49,1
2016-04-19,6,49,2
2016-04-25,6,49,1
2016-04-26,6,49,1
2016-04-27,6,49,2
2016-05-14,6,49,1
2016-05-17,6,49,1
2016-05-18,6,49,1
2016-06-10,6,49,3
2016-06-15,6,49,1
2016-06-16,6,49,2
2016-06-20,6,49,1
2016-06-22,6,49,1
2016-06-25,6,49,1
2016-06-27,6,49,2
2016-07-01,6,49,1
2016-07-05,6,49,2
2016-07-07,6,49,1
2016-07-09,6,49,3
2016-07-17,6,49,1
2016-07-19,6,49,2
2016-07-27,6,49,1
2016-08-13,6,49,3
2016-08-14,6,49,2
2016-08-15,6,49,3
2016-08-19,6,49,1
2016-08-28,6,49,1
2016-08-30,6,49,1
2016-09-06,6,49,2
2016-09-10,6,49,1
2016-09-13,6,49,1
2016-09-16,6,49,1
2016-09-17,6,49,2
2016-09-18,6,49,3
2016-09-19,6,49,1
2016-09-21,6,49,1
2016-09-23,6,49,1
2016-09-24,6,49,2
2016-09-27,6,49,1
2016-10-07,6,49,1
2016-10-18,6,49,2
2016-10-19,6,49,5
2016-10-20,6,49,2
2016-10-22,6,49,1
2016-10-23,6,49,1
2016-10-24,6,49,2
2016-10-25,6,49,1
2016-10-29,6,49,2
2016-11-02,6,49,5
2016-11-03,6,49,1
2016-11-07,6,49,1
2016-11-13,6,49,1
2016-11-30,6,49,1
2016-12-01,6,49,1
2016-12-02,6,49,1
2016-12-14,6,49,1
2016-12-17,6,49,1
2016-12-22,6,49,1
2016-12-23,6,49,1
2017-01-05,6,49,1
2017-01-11,6,49,3
2017-01-23,6,49,2
2017-01-25,6,49,4
2017-01-28,6,49,1
2017-01-31,6,49,1
2017-02-05,6,49,1
2017-02-15,6,49,1
2017-02-18,6,49,1
2017-02-20,6,49,1
2017-02-26,6,49,1
2017-03-04,6,49,1
2017-03-05,6,49,1
2017-03-08,6,49,2
2017-03-09,6,49,2
2017-03-11,6,49,1
2017-03-17,6,49,3
2017-03-19,6,49,5
2017-03-23,6,49,1
2017-03-24,6,49,1
2017-03-29,6,49,3
2017-03-30,6,49,4
2017-04-03,6,49,1
2017-04-04,6,49,2
2017-04-05,6,49,1
2017-04-06,6,49,2
2017-04-10,6,49,2
2017-04-12,6,49,2
2017-04-15,6,49,1
2017-04-16,6,49,2
2017-04-17,6,49,2
2017-04-19,6,49,1
2017-04-20,6,49,1
2017-04-22,6,49,1
2017-04-25,6,49,1
2017-04-26,6,49,3
2017-05-03,6,49,1
2017-05-07,6,49,1
2017-05-13,6,49,1
2017-05-15,6,49,3
2017-05-17,6,49,1
2017-05-22,6,49,3
2017-06-29,6,49,1
2017-07-01,6,49,1
2017-07-04,6,49,1
2017-07-10,6,49,1
2017-07-20,6,49,3
2017-07-22,6,49,1
2017-07-31,6,49,3
2017-08-01,6,49,1
2017-08-07,6,49,2
2017-08-15,6,49,1
2017-08-17,6,49,2
2017-08-19,6,49,1
2017-08-26,6,49,1
2017-09-04,6,49,2
2017-09-05,6,49,1
2017-09-19,6,49,1
2017-09-27,6,49,1
2017-09-30,6,49,1
2017-10-05,6,49,1
2017-10-14,6,49,1
2017-10-23,6,49,1
2017-10-26,6,49,3
2017-10-27,6,49,1
2017-11-01,6,49,2
2017-11-04,6,49,3
2017-11-05,6,49,1
2017-11-07,6,49,1
2017-11-09,6,49,4
2017-11-10,6,49,4
2017-11-11,6,49,2
2017-11-12,6,49,2
2017-11-13,6,49,3
2017-11-15,6,49,1
2017-11-16,6,49,1
2017-11-19,6,49,1
2017-11-22,6,49,1
2017-11-23,6,49,3
2017-11-24,6,49,1
2017-11-25,6,49,1
2017-11-26,6,49,2
2017-12-03,6,49,1
2017-12-08,6,49,3
2017-12-14,6,49,3
2017-12-15,6,49,1
2017-12-16,6,49,4
2017-12-20,6,49,2
2017-12-22,6,49,1
2017-12-23,6,49,3
2017-12-24,6,49,3
2017-12-27,6,49,1
2017-12-29,6,49,2
2017-12-30,6,49,1
2018-01-02,6,49,2
2018-01-03,6,49,2
2018-01-04,6,49,6
2018-01-11,6,49,3
2018-01-13,6,49,1
2018-01-15,6,49,1
2018-01-19,6,49,1
2018-01-31,6,49,1
2018-02-08,6,49,1
2018-02-10,6,49,1
2018-02-11,6,49,1
2018-02-15,6,49,1
2018-02-16,6,49,1
2018-02-17,6,49,1
2018-02-19,6,49,2
2018-03-02,6,49,1
2018-03-03,6,49,3
2018-03-04,6,49,2
2018-03-05,6,49,2
2018-03-07,6,49,1
2018-03-08,6,49,2
2018-03-09,6,49,3
2018-03-11,6,49,1
2018-03-12,6,49,1
2018-03-15,6,49,1
2018-03-18,6,49,2
2018-03-19,6,49,3
2018-03-20,6,49,4
