Log_Date,COUNT
2016-03-21,3
2016-03-22,6
2016-03-23,3
2016-03-24,1
2016-03-25,2
2016-03-26,2
2016-03-27,3
2016-03-28,1
2016-03-29,7
2016-03-30,8
2016-03-31,4
2016-04-01,0
2016-04-02,2
2016-04-03,2
2016-04-04,1
2016-04-05,2
2016-04-06,0
2016-04-07,1
2016-04-08,0
2016-04-09,2
2016-04-10,1
2016-04-11,2
2016-04-12,6
2016-04-13,2
2016-04-14,1
2016-04-15,7
2016-04-16,0
2016-04-17,4
2016-04-18,0
2016-04-19,3
2016-04-20,3
2016-04-21,3
2016-04-22,2
2016-04-23,0
2016-04-24,4
2016-04-25,4
2016-04-26,2
2016-04-27,6
2016-04-28,4
2016-04-29,5
2016-04-30,4
2016-05-01,4
2016-05-02,6
2016-05-03,2
2016-05-04,8
2016-05-05,2
2016-05-06,2
2016-05-07,1
2016-05-08,5
2016-05-09,2
2016-05-10,4
2016-05-11,3
2016-05-12,6
2016-05-13,1
2016-05-14,3
2016-05-15,4
2016-05-16,2
2016-05-17,3
2016-05-18,2
2016-05-19,8
2016-05-20,0
2016-05-21,2
2016-05-22,1
2016-05-23,2
2016-05-24,4
2016-05-25,4
2016-05-26,4
2016-05-27,4
2016-05-28,2
2016-05-29,0
2016-05-30,1
2016-05-31,2
2016-06-01,0
2016-06-02,1
2016-06-03,4
2016-06-04,7
2016-06-05,8
2016-06-06,3
2016-06-07,3
2016-06-08,1
2016-06-09,3
2016-06-10,0
2016-06-11,0
2016-06-12,2
2016-06-13,3
2016-06-14,4
2016-06-15,4
2016-06-16,4
2016-06-17,4
2016-06-18,12
2016-06-19,7
2016-06-20,7
2016-06-21,7
2016-06-22,2
2016-06-23,4
2016-06-24,2
2016-06-25,4
2016-06-26,3
2016-06-27,8
2016-06-28,8
2016-06-29,4
2016-06-30,5
2016-07-01,4
2016-07-02,6
2016-07-03,5
2016-07-04,5
2016-07-05,1
2016-07-06,3
2016-07-07,7
2016-07-08,1
2016-07-09,12
2016-07-10,5
2016-07-11,11
2016-07-12,8
2016-07-13,4
2016-07-14,0
2016-07-15,2
2016-07-16,3
2016-07-17,4
2016-07-18,5
2016-07-19,4
2016-07-20,6
2016-07-21,8
2016-07-22,7
2016-07-23,4
2016-07-24,7
2016-07-25,9
2016-07-26,1
2016-07-27,6
2016-07-28,5
2016-07-29,2
2016-07-30,2
2016-07-31,3
2016-08-01,4
2016-08-02,4
2016-08-03,8
2016-08-04,2
2016-08-05,10
2016-08-06,8
2016-08-07,3
2016-08-08,10
2016-08-09,4
2016-08-10,8
2016-08-11,3
2016-08-12,4
2016-08-13,4
2016-08-14,5
2016-08-15,5
2016-08-16,10
2016-08-17,3
2016-08-18,1
2016-08-19,4
2016-08-20,4
2016-08-21,14
2016-08-22,4
2016-08-23,4
