Log_Date,FROM,TO,COUNT
2016-04-21,63,10,1
2016-05-06,63,10,1
2016-06-08,63,10,1
2016-06-29,63,10,1
2016-06-30,63,10,1
2016-07-01,63,10,1
2016-07-02,63,10,2
2016-07-03,63,10,1
2016-07-08,63,10,1
2016-07-09,63,10,1
2016-07-10,63,10,1
2016-07-11,63,10,1
2016-07-12,63,10,1
2016-07-14,63,10,1
2016-07-16,63,10,1
2016-07-18,63,10,1
2016-07-20,63,10,2
2016-07-21,63,10,3
2016-07-25,63,10,1
2016-07-26,63,10,1
2016-07-27,63,10,2
2016-07-29,63,10,1
2016-07-31,63,10,1
2016-08-01,63,10,3
2016-08-02,63,10,1
2016-08-03,63,10,1
2016-08-05,63,10,2
2016-08-06,63,10,2
2016-08-07,63,10,1
2016-08-08,63,10,1
2016-08-09,63,10,3
2016-08-10,63,10,7
2016-08-11,63,10,1
2016-08-12,63,10,1
2016-08-14,63,10,4
2016-08-18,63,10,4
2016-08-19,63,10,1
2016-08-20,63,10,4
2016-08-21,63,10,2
2016-08-22,63,10,1
2016-08-24,63,10,3
2016-08-25,63,10,3
2016-08-27,63,10,4
2016-08-28,63,10,3
2016-08-29,63,10,2
2016-08-31,63,10,1
2016-09-01,63,10,1
2016-09-02,63,10,2
2016-09-03,63,10,1
2016-09-04,63,10,2
2016-09-05,63,10,1
2016-09-06,63,10,2
2016-09-07,63,10,1
2016-09-09,63,10,2
2016-09-11,63,10,1
2016-09-12,63,10,1
2016-09-17,63,10,1
2016-09-19,63,10,1
2016-09-21,63,10,1
2016-09-22,63,10,3
2016-09-24,63,10,1
2016-09-25,63,10,2
2016-09-28,63,10,1
2016-09-30,63,10,1
2016-10-01,63,10,2
2016-10-02,63,10,1
2016-10-05,63,10,3
2016-10-06,63,10,2
2016-10-08,63,10,1
2016-10-09,63,10,1
2016-10-10,63,10,2
2016-10-11,63,10,1
2016-10-14,63,10,1
2016-10-15,63,10,1
2016-10-17,63,10,1
2016-10-19,63,10,1
2016-10-22,63,10,3
2016-10-23,63,10,2
2016-10-26,63,10,3
