Log_Date,FROM,TO,COUNT
2016-10-09,30,56,1
2016-10-10,30,56,1
2016-10-17,30,56,2
2016-11-05,30,56,1
2016-11-13,30,56,1
2016-11-15,30,56,1
2016-11-19,30,56,1
2016-11-21,30,56,1
2016-12-12,30,56,2
2016-12-13,30,56,1
2016-12-17,30,56,1
2016-12-20,30,56,1
2016-12-24,30,56,2
2016-12-26,30,56,1
2017-01-02,30,56,1
2017-01-03,30,56,1
2017-01-05,30,56,1
2017-01-06,30,56,1
2017-01-07,30,56,1
2017-02-01,30,56,1
2017-02-07,30,56,2
2017-02-09,30,56,1
2017-02-21,30,56,2
2017-03-01,30,56,1
2017-03-02,30,56,1
2017-03-12,30,56,2
2017-03-16,30,56,1
2017-04-06,30,56,2
2017-04-23,30,56,1
2017-04-27,30,56,1
2017-05-11,30,56,1
2017-05-14,30,56,1
2017-05-15,30,56,1
2017-05-25,30,56,1
2017-05-31,30,56,1
2017-06-01,30,56,1
2017-06-07,30,56,1
2017-06-10,30,56,1
2017-06-11,30,56,1
2017-06-13,30,56,1
2017-06-14,30,56,3
2017-06-17,30,56,1
2017-06-20,30,56,1
2017-06-23,30,56,1
2017-06-24,30,56,1
2017-07-04,30,56,1
2017-07-07,30,56,1
2017-07-14,30,56,1
2017-07-15,30,56,1
2017-07-16,30,56,1
2017-07-27,30,56,1
2017-07-30,30,56,1
2017-08-07,30,56,1
2017-08-13,30,56,1
2017-08-20,30,56,1
2017-09-02,30,56,1
2017-09-13,30,56,1
2017-09-21,30,56,1
2017-10-05,30,56,2
2017-10-18,30,56,1
2017-10-22,30,56,1
2017-10-24,30,56,1
2017-10-27,30,56,2
2017-10-31,30,56,1
2017-11-02,30,56,1
2017-11-08,30,56,1
2017-11-09,30,56,2
2017-11-12,30,56,2
2017-11-15,30,56,1
2017-11-21,30,56,1
2017-11-23,30,56,1
2017-11-24,30,56,1
2017-11-25,30,56,2
2017-12-02,30,56,1
2017-12-06,30,56,1
2017-12-07,30,56,1
2017-12-09,30,56,2
2017-12-11,30,56,1
2017-12-17,30,56,2
2017-12-23,30,56,1
2017-12-24,30,56,1
2017-12-30,30,56,1
2017-12-31,30,56,2
2018-01-04,30,56,1
2018-01-06,30,56,2
2018-01-07,30,56,3
2018-01-14,30,56,3
2018-01-15,30,56,2
2018-01-21,30,56,2
2018-01-22,30,56,1
2018-01-23,30,56,1
2018-01-24,30,56,1
2018-01-26,30,56,1
2018-01-27,30,56,2
2018-01-30,30,56,2
2018-02-05,30,56,2
2018-02-06,30,56,4
2018-02-07,30,56,1
2018-02-08,30,56,3
2018-02-09,30,56,3
2018-02-10,30,56,2
2018-02-13,30,56,3
2018-02-15,30,56,1
2018-02-16,30,56,1
2018-02-17,30,56,1
2018-02-19,30,56,2
2018-02-20,30,56,1
2018-02-23,30,56,1
2018-02-24,30,56,2
2018-02-26,30,56,2
2018-02-27,30,56,2
2018-02-28,30,56,1
2018-03-02,30,56,1
2018-03-04,30,56,4
2018-03-05,30,56,1
2018-03-06,30,56,2
2018-03-07,30,56,1
2018-03-10,30,56,1
2018-03-11,30,56,1
2018-03-12,30,56,5
2018-03-13,30,56,3
2018-03-14,30,56,3
2018-03-15,30,56,2
2018-03-17,30,56,2
2018-03-19,30,56,2
