Log_Date,COUNT
2016-03-21,1
2016-03-22,4
2016-03-23,3
2016-03-24,3
2016-03-25,2
2016-03-26,0
2016-03-27,1
2016-03-28,0
2016-03-29,1
2016-03-30,1
2016-03-31,2
2016-04-01,0
2016-04-02,2
2016-04-03,1
2016-04-04,3
2016-04-05,0
2016-04-06,0
2016-04-07,0
2016-04-08,0
2016-04-09,8
2016-04-10,3
2016-04-11,4
2016-04-12,5
2016-04-13,7
2016-04-14,5
2016-04-15,3
2016-04-16,5
2016-04-17,1
2016-04-18,2
2016-04-19,5
2016-04-20,3
2016-04-21,6
2016-04-22,4
2016-04-23,4
2016-04-24,5
2016-04-25,7
2016-04-26,5
2016-04-27,2
2016-04-28,4
2016-04-29,1
2016-04-30,6
2016-05-01,3
2016-05-02,5
2016-05-03,10
2016-05-04,10
2016-05-05,1
2016-05-06,3
2016-05-07,7
2016-05-08,4
2016-05-09,9
2016-05-10,1
2016-05-11,3
2016-05-12,0
2016-05-13,1
2016-05-14,16
2016-05-15,6
2016-05-16,4
2016-05-17,2
2016-05-18,2
2016-05-19,3
2016-05-20,1
2016-05-21,1
2016-05-22,2
2016-05-23,7
2016-05-24,3
2016-05-25,2
2016-05-26,5
2016-05-27,3
2016-05-28,2
2016-05-29,0
2016-05-30,3
2016-05-31,6
2016-06-01,4
2016-06-02,7
2016-06-03,1
2016-06-04,2
2016-06-05,3
2016-06-06,2
2016-06-07,6
2016-06-08,5
2016-06-09,0
2016-06-10,3
2016-06-11,5
2016-06-12,4
2016-06-13,3
2016-06-14,2
2016-06-15,10
2016-06-16,7
2016-06-17,4
2016-06-18,5
2016-06-19,6
2016-06-20,8
2016-06-21,7
2016-06-22,8
2016-06-23,3
2016-06-24,5
2016-06-25,8
2016-06-26,5
2016-06-27,6
2016-06-28,14
2016-06-29,11
2016-06-30,2
2016-07-01,8
2016-07-02,17
2016-07-03,8
2016-07-04,8
2016-07-05,9
2016-07-06,1
2016-07-07,6
2016-07-08,0
2016-07-09,7
2016-07-10,4
2016-07-11,1
2016-07-12,4
2016-07-13,1
2016-07-14,3
2016-07-15,4
2016-07-16,4
2016-07-17,4
2016-07-18,3
2016-07-19,7
2016-07-20,2
2016-07-21,8
2016-07-22,1
2016-07-23,9
2016-07-24,2
2016-07-25,4
2016-07-26,3
2016-07-27,6
2016-07-28,3
2016-07-29,5
2016-07-30,0
2016-07-31,4
2016-08-01,5
2016-08-02,5
2016-08-03,7
2016-08-04,3
2016-08-05,2
2016-08-06,9
2016-08-07,7
2016-08-08,8
2016-08-09,5
2016-08-10,8
2016-08-11,13
2016-08-12,4
2016-08-13,8
2016-08-14,15
2016-08-15,7
2016-08-16,8
2016-08-17,4
2016-08-18,5
2016-08-19,6
2016-08-20,13
2016-08-21,10
2016-08-22,6
2016-08-23,9
2016-08-24,6
2016-08-25,19
2016-08-26,2
2016-08-27,5
2016-08-28,4
2016-08-29,10
2016-08-30,7
2016-08-31,6
2016-09-01,5
2016-09-02,2
2016-09-03,8
2016-09-04,8
2016-09-05,7
2016-09-06,2
2016-09-07,11
2016-09-08,7
2016-09-09,3
2016-09-10,8
2016-09-11,8
2016-09-12,4
2016-09-13,4
2016-09-14,7
2016-09-15,10
2016-09-16,1
2016-09-17,3
2016-09-18,10
2016-09-19,4
2016-09-20,2
2016-09-21,3
2016-09-22,8
2016-09-23,10
2016-09-24,7
2016-09-25,5
2016-09-26,4
2016-09-27,5
2016-09-28,5
2016-09-29,5
2016-09-30,5
2016-10-01,2
2016-10-02,2
2016-10-03,6
2016-10-04,7
2016-10-05,6
2016-10-06,4
2016-10-07,2
2016-10-08,5
2016-10-09,6
2016-10-10,6
2016-10-11,4
2016-10-12,2
2016-10-13,5
2016-10-14,3
2016-10-15,4
2016-10-16,5
2016-10-17,5
2016-10-18,11
2016-10-19,3
2016-10-20,7
2016-10-21,3
2016-10-22,8
2016-10-23,3
2016-10-24,12
2016-10-25,2
2016-10-26,0
2016-10-27,4
2016-10-28,3
2016-10-29,6
2016-10-30,1
2016-10-31,6
2016-11-01,4
2016-11-02,3
2016-11-03,4
2016-11-04,6
2016-11-05,3
2016-11-06,3
2016-11-07,11
2016-11-08,0
2016-11-09,3
2016-11-10,4
2016-11-11,0
2016-11-12,4
2016-11-13,3
2016-11-14,2
2016-11-15,3
2016-11-16,5
2016-11-17,2
2016-11-18,1
2016-11-19,6
2016-11-20,0
2016-11-21,2
2016-11-22,4
2016-11-23,3
2016-11-24,4
2016-11-25,2
2016-11-26,6
2016-11-27,3
2016-11-28,6
2016-11-29,3
2016-11-30,7
2016-12-01,3
2016-12-02,6
2016-12-03,6
2016-12-04,4
2016-12-05,5
2016-12-06,4
2016-12-07,3
2016-12-08,1
2016-12-09,1
2016-12-10,1
2016-12-11,4
2016-12-12,7
2016-12-13,1
2016-12-14,0
2016-12-15,0
2016-12-16,1
2016-12-17,3
2016-12-18,5
2016-12-19,2
2016-12-20,3
2016-12-21,5
2016-12-22,2
2016-12-23,2
2016-12-24,3
2016-12-25,3
2016-12-26,0
2016-12-27,2
2016-12-28,2
2016-12-29,6
2016-12-30,6
2016-12-31,1
2017-01-01,5
2017-01-02,8
2017-01-03,0
2017-01-04,3
2017-01-05,2
2017-01-06,2
2017-01-07,2
2017-01-08,7
2017-01-09,3
2017-01-10,5
2017-01-11,9
2017-01-12,4
2017-01-13,2
2017-01-14,0
2017-01-15,2
2017-01-16,2
2017-01-17,6
2017-01-18,8
2017-01-19,6
2017-01-20,2
2017-01-21,7
2017-01-22,8
2017-01-23,2
2017-01-24,4
2017-01-25,2
2017-01-26,6
2017-01-27,4
2017-01-28,5
2017-01-29,9
2017-01-30,11
2017-01-31,12
2017-02-01,9
2017-02-02,5
2017-02-03,2
2017-02-04,14
2017-02-05,5
2017-02-06,7
2017-02-07,7
2017-02-08,4
2017-02-09,10
2017-02-10,2
2017-02-11,1
2017-02-12,4
2017-02-13,6
2017-02-14,2
2017-02-15,1
2017-02-16,8
2017-02-17,1
2017-02-18,7
2017-02-19,5
2017-02-20,8
2017-02-21,7
2017-02-22,7
2017-02-23,0
2017-02-24,3
2017-02-25,5
2017-02-26,4
2017-02-27,5
2017-02-28,8
2017-03-01,1
2017-03-02,3
2017-03-03,6
2017-03-04,7
2017-03-05,3
2017-03-06,4
2017-03-07,3
2017-03-08,3
2017-03-09,4
2017-03-10,2
2017-03-11,1
2017-03-12,3
2017-03-13,4
2017-03-14,3
2017-03-15,2
2017-03-16,0
2017-03-17,1
2017-03-18,4
2017-03-19,6
2017-03-20,5
2017-03-21,3
2017-03-22,10
2017-03-23,4
2017-03-24,6
2017-03-25,0
2017-03-26,0
2017-03-27,6
2017-03-28,1
2017-03-29,2
2017-03-30,6
2017-03-31,0
2017-04-01,2
2017-04-02,1
2017-04-03,3
2017-04-04,3
2017-04-05,5
2017-04-06,6
2017-04-07,0
2017-04-08,7
2017-04-09,4
2017-04-10,3
2017-04-11,6
2017-04-12,5
2017-04-13,4
2017-04-14,0
2017-04-15,9
2017-04-16,6
2017-04-17,1
2017-04-18,2
2017-04-19,1
2017-04-20,2
2017-04-21,3
2017-04-22,0
2017-04-23,8
2017-04-24,3
2017-04-25,2
2017-04-26,3
2017-04-27,5
2017-04-28,1
2017-04-29,4
2017-04-30,8
2017-05-01,8
2017-05-02,11
2017-05-03,10
2017-05-04,8
2017-05-05,6
2017-05-06,18
2017-05-07,9
2017-05-08,7
2017-05-09,4
2017-05-10,10
2017-05-11,10
2017-05-12,6
2017-05-13,8
2017-05-14,9
2017-05-15,6
2017-05-16,5
2017-05-17,5
2017-05-18,4
2017-05-19,1
2017-05-20,4
2017-05-21,6
2017-05-22,7
2017-05-23,11
2017-05-24,9
2017-05-25,9
2017-05-26,6
2017-05-27,8
2017-05-28,10
2017-05-29,6
2017-05-30,8
2017-05-31,6
2017-06-01,4
2017-06-02,4
2017-06-03,6
2017-06-04,10
2017-06-05,13
2017-06-06,9
2017-06-07,8
2017-06-08,19
2017-06-09,9
2017-06-10,9
2017-06-11,14
2017-06-12,14
2017-06-13,13
2017-06-14,12
2017-06-15,14
2017-06-16,2
2017-06-17,13
2017-06-18,10
2017-06-19,17
2017-06-20,9
2017-06-21,10
2017-06-22,7
2017-06-23,4
2017-06-24,11
2017-06-25,15
2017-06-26,10
2017-06-27,5
2017-06-28,4
2017-06-29,9
2017-06-30,1
2017-07-01,13
