Log_Date,FROM,TO,COUNT
2017-06-15,51,66,2
2017-06-17,51,66,2
2017-06-18,51,66,4
2017-06-19,51,66,1
2017-06-20,51,66,4
2017-06-22,51,66,2
2017-06-24,51,66,2
2017-06-27,51,66,2
2017-06-29,51,66,1
2017-07-01,51,66,2
2017-07-03,51,66,1
2017-07-05,51,66,3
2017-07-08,51,66,2
2017-07-11,51,66,1
2017-07-13,51,66,1
2017-07-15,51,66,1
2017-07-28,51,66,4
2017-08-05,51,66,1
2017-08-24,51,66,2
2017-08-27,51,66,1
2017-09-03,51,66,1
2017-09-09,51,66,1
2017-09-12,51,66,1
2017-09-16,51,66,1
2017-09-17,51,66,1
2017-09-19,51,66,1
2017-10-07,51,66,1
