Log_Date,FROM,TO,COUNT
2016-03-24,22,75,1
2016-03-27,22,75,1
2016-03-31,22,75,2
2016-04-01,22,75,1
2016-04-03,22,75,3
2016-04-04,22,75,1
2016-04-07,22,75,1
2016-04-08,22,75,1
2016-04-11,22,75,4
2016-04-12,22,75,2
2016-04-15,22,75,1
2016-04-18,22,75,1
2016-04-20,22,75,2
2016-04-24,22,75,1
2016-04-25,22,75,1
2016-04-29,22,75,1
2016-05-01,22,75,2
2016-05-02,22,75,1
2016-05-12,22,75,2
2016-05-15,22,75,1
2016-05-16,22,75,2
2016-05-17,22,75,1
2016-05-22,22,75,1
2016-05-23,22,75,3
2016-05-24,22,75,3
2016-05-25,22,75,1
2016-05-27,22,75,1
2016-05-28,22,75,5
2016-05-29,22,75,2
2016-05-30,22,75,3
2016-06-03,22,75,1
2016-06-05,22,75,1
2016-06-07,22,75,1
2016-06-10,22,75,1
2016-06-13,22,75,1
2016-06-18,22,75,2
2016-06-19,22,75,1
2016-06-21,22,75,1
2016-06-22,22,75,1
2016-06-23,22,75,1
2016-06-25,22,75,2
2016-06-26,22,75,2
2016-06-27,22,75,3
2016-06-28,22,75,1
2016-06-29,22,75,2
2016-07-03,22,75,2
2016-07-07,22,75,1
2016-07-08,22,75,2
2016-07-09,22,75,1
2016-07-10,22,75,2
2016-07-11,22,75,2
2016-07-13,22,75,1
2016-07-14,22,75,2
2016-07-15,22,75,1
2016-07-16,22,75,3
2016-07-17,22,75,1
2016-07-18,22,75,4
2016-07-21,22,75,2
2016-07-22,22,75,1
2016-07-23,22,75,2
2016-07-24,22,75,1
2016-07-26,22,75,1
2016-07-27,22,75,2
2016-07-28,22,75,1
2016-07-30,22,75,1
2016-07-31,22,75,1
2016-08-01,22,75,2
2016-08-03,22,75,1
2016-08-05,22,75,3
2016-08-06,22,75,2
2016-08-07,22,75,1
2016-08-08,22,75,2
2016-08-11,22,75,1
2016-08-15,22,75,2
2016-08-17,22,75,1
2016-08-20,22,75,4
2016-08-22,22,75,4
2016-08-23,22,75,1
2016-08-27,22,75,1
2016-08-29,22,75,2
2016-08-30,22,75,1
2016-08-31,22,75,3
2016-09-01,22,75,2
2016-09-02,22,75,2
2016-09-03,22,75,3
2016-09-04,22,75,3
2016-09-06,22,75,1
2016-09-07,22,75,3
2016-09-08,22,75,2
2016-09-09,22,75,1
2016-09-10,22,75,2
2016-09-11,22,75,2
2016-09-12,22,75,3
2016-09-14,22,75,1
2016-09-15,22,75,1
2016-09-16,22,75,3
2016-09-17,22,75,1
2016-09-18,22,75,1
2016-09-19,22,75,3
2016-09-22,22,75,2
2016-09-23,22,75,1
2016-09-24,22,75,1
2016-09-25,22,75,3
2016-09-26,22,75,2
2016-09-27,22,75,3
2016-09-30,22,75,1
2016-10-01,22,75,1
2016-10-02,22,75,2
2016-10-03,22,75,1
2016-10-05,22,75,6
2016-10-07,22,75,1
2016-10-09,22,75,2
2016-10-12,22,75,2
2016-10-14,22,75,1
2016-10-16,22,75,1
2016-10-22,22,75,2
2016-10-23,22,75,1
2016-10-24,22,75,1
2016-10-25,22,75,1
2016-10-29,22,75,1
2016-10-30,22,75,2
2016-10-31,22,75,2
2016-11-03,22,75,2
2016-11-07,22,75,2
2016-11-08,22,75,2
2016-11-12,22,75,4
2016-11-14,22,75,5
2016-11-16,22,75,2
2016-11-17,22,75,1
2016-11-18,22,75,1
2016-11-19,22,75,4
2016-11-21,22,75,4
2016-11-22,22,75,2
2016-11-23,22,75,10
2016-11-26,22,75,1
2016-11-27,22,75,5
2016-11-28,22,75,2
2016-11-29,22,75,2
2016-11-30,22,75,1
2016-12-01,22,75,1
2016-12-02,22,75,1
2016-12-04,22,75,2
2016-12-05,22,75,1
2016-12-06,22,75,1
2016-12-07,22,75,1
2016-12-08,22,75,2
2016-12-10,22,75,6
2016-12-11,22,75,5
2016-12-12,22,75,5
2016-12-13,22,75,5
2016-12-14,22,75,1
2016-12-15,22,75,2
2016-12-16,22,75,3
2016-12-17,22,75,2
2016-12-18,22,75,4
2016-12-19,22,75,2
2016-12-23,22,75,2
2016-12-25,22,75,3
2016-12-26,22,75,1
2016-12-27,22,75,3
2016-12-28,22,75,3
2016-12-29,22,75,3
2016-12-31,22,75,8
2017-01-01,22,75,4
2017-01-02,22,75,2
2017-01-03,22,75,2
2017-01-04,22,75,4
2017-01-05,22,75,3
2017-01-06,22,75,1
2017-01-07,22,75,8
2017-01-08,22,75,2
2017-01-09,22,75,1
2017-01-10,22,75,4
2017-01-11,22,75,2
2017-01-12,22,75,4
2017-01-13,22,75,4
2017-01-14,22,75,7
2017-01-15,22,75,1
2017-01-16,22,75,4
2017-01-17,22,75,2
2017-01-20,22,75,1
2017-01-21,22,75,9
2017-01-22,22,75,3
2017-01-23,22,75,5
2017-01-24,22,75,2
2017-01-25,22,75,2
2017-01-26,22,75,1
2017-01-27,22,75,1
2017-01-28,22,75,7
2017-01-29,22,75,4
2017-01-30,22,75,4
2017-01-31,22,75,2
2017-02-01,22,75,2
2017-02-02,22,75,3
2017-02-04,22,75,3
2017-02-05,22,75,4
2017-02-06,22,75,4
2017-02-08,22,75,4
2017-02-10,22,75,1
2017-02-11,22,75,6
2017-02-12,22,75,2
2017-02-13,22,75,3
2017-02-14,22,75,5
2017-02-15,22,75,4
2017-02-16,22,75,1
2017-02-17,22,75,2
2017-02-18,22,75,2
2017-02-19,22,75,7
2017-02-20,22,75,8
2017-02-21,22,75,2
2017-02-22,22,75,1
2017-02-23,22,75,5
2017-02-24,22,75,5
2017-02-25,22,75,5
2017-02-26,22,75,5
2017-02-27,22,75,2
2017-02-28,22,75,6
2017-03-01,22,75,4
2017-03-02,22,75,1
2017-03-03,22,75,1
2017-03-04,22,75,8
2017-03-06,22,75,4
2017-03-07,22,75,2
2017-03-08,22,75,6
2017-03-09,22,75,4
2017-03-10,22,75,1
2017-03-11,22,75,2
2017-03-12,22,75,1
2017-03-13,22,75,3
2017-03-14,22,75,6
2017-03-15,22,75,1
2017-03-16,22,75,2
2017-03-17,22,75,2
2017-03-18,22,75,5
2017-03-19,22,75,2
2017-03-20,22,75,6
2017-03-21,22,75,2
2017-03-22,22,75,1
2017-03-23,22,75,2
2017-03-24,22,75,6
2017-03-25,22,75,4
2017-03-26,22,75,4
2017-03-27,22,75,4
2017-03-28,22,75,1
2017-03-29,22,75,1
2017-03-30,22,75,1
2017-04-01,22,75,2
2017-04-02,22,75,1
2017-04-03,22,75,3
2017-04-05,22,75,4
2017-04-06,22,75,6
2017-04-07,22,75,2
2017-04-08,22,75,2
2017-04-09,22,75,4
2017-04-10,22,75,4
2017-04-11,22,75,1
2017-04-12,22,75,5
2017-04-13,22,75,3
2017-04-14,22,75,4
2017-04-15,22,75,6
2017-04-16,22,75,1
2017-04-18,22,75,3
2017-04-19,22,75,3
2017-04-20,22,75,2
2017-04-21,22,75,1
2017-04-22,22,75,4
2017-04-24,22,75,6
2017-04-25,22,75,1
2017-04-26,22,75,1
2017-04-27,22,75,1
2017-04-28,22,75,4
2017-04-29,22,75,1
2017-04-30,22,75,3
2017-05-01,22,75,2
2017-05-02,22,75,7
2017-05-03,22,75,2
2017-05-04,22,75,3
2017-05-05,22,75,3
2017-05-06,22,75,3
2017-05-07,22,75,2
2017-05-08,22,75,4
2017-05-09,22,75,9
2017-05-10,22,75,4
2017-05-11,22,75,4
2017-05-12,22,75,1
2017-05-13,22,75,6
2017-05-14,22,75,1
2017-05-15,22,75,6
2017-05-16,22,75,8
2017-05-17,22,75,3
2017-05-18,22,75,1
2017-05-20,22,75,7
2017-05-21,22,75,1
2017-05-22,22,75,5
2017-05-23,22,75,2
2017-05-24,22,75,3
2017-05-25,22,75,2
2017-05-27,22,75,3
2017-05-28,22,75,5
2017-05-29,22,75,2
2017-05-30,22,75,2
2017-05-31,22,75,2
2017-06-02,22,75,4
2017-06-03,22,75,5
2017-06-04,22,75,4
2017-06-05,22,75,3
2017-06-06,22,75,3
2017-06-07,22,75,4
2017-06-08,22,75,3
2017-06-09,22,75,3
2017-06-10,22,75,2
2017-06-11,22,75,1
2017-06-12,22,75,1
2017-06-13,22,75,5
2017-06-14,22,75,2
2017-06-15,22,75,3
2017-06-16,22,75,3
2017-06-17,22,75,6
2017-06-19,22,75,4
2017-06-20,22,75,6
2017-06-21,22,75,1
2017-06-22,22,75,1
2017-06-23,22,75,3
2017-06-24,22,75,3
2017-06-25,22,75,2
2017-06-27,22,75,1
2017-06-29,22,75,1
2017-06-30,22,75,2
2017-07-01,22,75,5
2017-07-02,22,75,1
2017-07-03,22,75,5
2017-07-04,22,75,8
2017-07-05,22,75,4
2017-07-07,22,75,1
2017-07-10,22,75,3
2017-07-11,22,75,3
2017-07-12,22,75,4
2017-07-15,22,75,8
2017-07-16,22,75,2
2017-07-17,22,75,5
2017-07-18,22,75,3
2017-07-19,22,75,2
2017-07-20,22,75,1
2017-07-21,22,75,5
2017-07-22,22,75,5
2017-07-23,22,75,2
2017-07-24,22,75,2
2017-07-25,22,75,3
2017-07-26,22,75,2
2017-07-27,22,75,1
2017-07-28,22,75,1
2017-07-29,22,75,2
2017-07-30,22,75,3
2017-07-31,22,75,6
2017-08-01,22,75,4
2017-08-03,22,75,2
2017-08-04,22,75,1
2017-08-05,22,75,6
2017-08-06,22,75,3
2017-08-07,22,75,2
2017-08-08,22,75,3
2017-08-09,22,75,1
2017-08-10,22,75,2
2017-08-11,22,75,2
2017-08-12,22,75,4
2017-08-13,22,75,5
2017-08-14,22,75,6
2017-08-15,22,75,3
2017-08-16,22,75,6
2017-08-17,22,75,3
2017-08-18,22,75,4
2017-08-19,22,75,3
2017-08-20,22,75,2
2017-08-21,22,75,3
2017-08-22,22,75,5
2017-08-23,22,75,1
2017-08-24,22,75,5
2017-08-25,22,75,4
2017-08-26,22,75,5
2017-08-27,22,75,5
2017-08-28,22,75,3
2017-08-29,22,75,7
2017-08-30,22,75,5
2017-08-31,22,75,3
2017-09-01,22,75,3
2017-09-02,22,75,8
2017-09-03,22,75,4
2017-09-05,22,75,1
2017-09-06,22,75,4
2017-09-07,22,75,1
2017-09-08,22,75,1
2017-09-09,22,75,1
2017-09-10,22,75,8
2017-09-11,22,75,4
2017-09-12,22,75,2
2017-09-13,22,75,2
2017-09-14,22,75,5
2017-09-15,22,75,2
2017-09-16,22,75,6
2017-09-18,22,75,4
2017-09-19,22,75,3
2017-09-20,22,75,1
2017-09-21,22,75,2
2017-09-22,22,75,2
2017-09-23,22,75,7
2017-09-24,22,75,3
2017-09-25,22,75,2
2017-09-26,22,75,3
2017-09-27,22,75,2
2017-09-28,22,75,1
2017-09-29,22,75,2
2017-09-30,22,75,1
2017-10-02,22,75,6
2017-10-03,22,75,3
2017-10-04,22,75,2
2017-10-05,22,75,1
2017-10-06,22,75,2
2017-10-07,22,75,1
2017-10-08,22,75,1
2017-10-09,22,75,2
2017-10-10,22,75,3
2017-10-11,22,75,1
2017-10-12,22,75,1
2017-10-13,22,75,2
2017-10-14,22,75,3
2017-10-15,22,75,8
2017-10-16,22,75,2
2017-10-17,22,75,1
2017-10-18,22,75,3
2017-10-20,22,75,3
2017-10-21,22,75,3
2017-10-22,22,75,2
2017-10-23,22,75,2
2017-10-24,22,75,2
2017-10-28,22,75,2
2017-10-29,22,75,4
2017-10-30,22,75,1
2017-10-31,22,75,1
2017-11-01,22,75,7
2017-11-03,22,75,1
2017-11-04,22,75,4
2017-11-05,22,75,1
2017-11-06,22,75,1
2017-11-07,22,75,2
2017-11-10,22,75,5
2017-11-11,22,75,2
2017-11-12,22,75,1
2017-11-13,22,75,6
2017-11-14,22,75,1
2017-11-15,22,75,3
2017-11-16,22,75,2
2017-11-17,22,75,1
2017-11-18,22,75,2
2017-11-19,22,75,3
2017-11-20,22,75,4
2017-11-21,22,75,3
2017-11-22,22,75,1
2017-11-23,22,75,2
2017-11-24,22,75,2
2017-11-25,22,75,2
2017-11-26,22,75,4
2017-11-27,22,75,1
2017-11-28,22,75,5
2017-11-30,22,75,1
2017-12-02,22,75,2
2017-12-03,22,75,2
2017-12-04,22,75,4
2017-12-05,22,75,1
2017-12-09,22,75,1
2017-12-11,22,75,1
2017-12-12,22,75,1
2017-12-13,22,75,3
2017-12-14,22,75,3
2017-12-15,22,75,1
2017-12-16,22,75,1
2017-12-17,22,75,1
2017-12-18,22,75,1
2017-12-20,22,75,1
2017-12-22,22,75,3
2017-12-23,22,75,3
2017-12-24,22,75,4
2017-12-25,22,75,5
2017-12-26,22,75,2
2017-12-27,22,75,2
2017-12-30,22,75,1
2017-12-31,22,75,2
2018-01-01,22,75,1
2018-01-02,22,75,1
2018-01-03,22,75,5
2018-01-05,22,75,1
2018-01-06,22,75,2
2018-01-07,22,75,2
2018-01-08,22,75,1
2018-01-09,22,75,1
2018-01-10,22,75,2
2018-01-12,22,75,2
2018-01-13,22,75,3
2018-01-14,22,75,7
2018-01-17,22,75,10
2018-01-19,22,75,2
2018-01-21,22,75,4
2018-01-22,22,75,1
2018-01-23,22,75,2
2018-01-24,22,75,6
2018-01-25,22,75,2
2018-01-26,22,75,3
2018-01-27,22,75,4
2018-01-28,22,75,1
2018-01-29,22,75,1
2018-01-30,22,75,2
2018-02-07,22,75,2
2018-02-09,22,75,2
2018-02-10,22,75,1
2018-02-12,22,75,4
2018-02-13,22,75,5
