Log_Date,COUNT
2016-03-21,30
2016-03-22,39
2016-03-23,38
2016-03-24,38
2016-03-25,40
2016-03-26,91
2016-03-27,49
2016-03-28,31
2016-03-29,43
2016-03-30,40
2016-03-31,24
2016-04-01,18
2016-04-02,56
2016-04-03,64
2016-04-04,66
2016-04-05,50
2016-04-06,56
2016-04-07,35
2016-04-08,27
2016-04-09,82
2016-04-10,60
2016-04-11,54
2016-04-12,76
2016-04-13,52
2016-04-14,45
2016-04-15,30
2016-04-16,65
2016-04-17,74
2016-04-18,64
2016-04-19,94
2016-04-20,79
2016-04-21,43
2016-04-22,51
2016-04-23,102
2016-04-24,95
2016-04-25,80
2016-04-26,89
2016-04-27,105
2016-04-28,57
2016-04-29,36
2016-04-30,89
2016-05-01,113
2016-05-02,76
2016-05-03,66
2016-05-04,86
2016-05-05,47
2016-05-06,44
2016-05-07,72
2016-05-08,75
2016-05-09,79
2016-05-10,70
2016-05-11,70
2016-05-12,66
2016-05-13,38
2016-05-14,101
2016-05-15,81
2016-05-16,76
2016-05-17,72
2016-05-18,79
2016-05-19,52
2016-05-20,54
2016-05-21,99
2016-05-22,45
2016-05-23,88
2016-05-24,91
2016-05-25,78
2016-05-26,70
2016-05-27,48
2016-05-28,76
2016-05-29,80
2016-05-30,48
2016-05-31,77
2016-06-01,63
2016-06-02,73
2016-06-03,47
2016-06-04,47
2016-06-05,48
2016-06-06,64
2016-06-07,64
2016-06-08,62
2016-06-09,67
2016-06-10,33
2016-06-11,63
2016-06-12,79
2016-06-13,64
2016-06-14,61
2016-06-15,51
2016-06-16,37
2016-06-17,46
2016-06-18,100
2016-06-19,100
2016-06-20,94
2016-06-21,82
2016-06-22,83
2016-06-23,78
2016-06-24,60
2016-06-25,112
2016-06-26,92
2016-06-27,48
2016-06-28,72
2016-06-29,115
2016-06-30,78
2016-07-01,47
2016-07-02,110
2016-07-03,100
2016-07-04,82
2016-07-05,101
2016-07-06,52
2016-07-07,55
2016-07-08,50
2016-07-09,98
2016-07-10,94
2016-07-11,112
2016-07-12,104
2016-07-13,93
2016-07-14,87
2016-07-15,62
2016-07-16,95
2016-07-17,111
2016-07-18,68
2016-07-19,101
2016-07-20,88
2016-07-21,52
2016-07-22,42
2016-07-23,125
2016-07-24,130
2016-07-25,115
2016-07-26,110
2016-07-27,94
2016-07-28,73
2016-07-29,58
2016-07-30,77
2016-07-31,101
2016-08-01,93
2016-08-02,85
2016-08-03,120
2016-08-04,70
2016-08-05,66
2016-08-06,95
2016-08-07,106
2016-08-08,105
2016-08-09,119
2016-08-10,128
2016-08-11,74
2016-08-12,52
2016-08-13,117
2016-08-14,128
2016-08-15,100
2016-08-16,111
2016-08-17,101
2016-08-18,79
2016-08-19,53
2016-08-20,86
2016-08-21,105
2016-08-22,107
2016-08-23,135
2016-08-24,91
2016-08-25,103
2016-08-26,59
2016-08-27,114
2016-08-28,117
2016-08-29,120
2016-08-30,99
2016-08-31,104
2016-09-01,88
2016-09-02,69
2016-09-03,116
2016-09-04,138
2016-09-05,111
2016-09-06,99
2016-09-07,114
2016-09-08,105
2016-09-09,62
2016-09-10,104
2016-09-11,125
2016-09-12,66
2016-09-13,111
2016-09-14,102
2016-09-15,75
2016-09-16,78
2016-09-17,103
2016-09-18,105
2016-09-19,111
2016-09-20,56
2016-09-21,102
2016-09-22,76
2016-09-23,76
2016-09-24,133
2016-09-25,133
2016-09-26,93
2016-09-27,103
2016-09-28,90
2016-09-29,72
2016-09-30,65
2016-10-01,106
2016-10-02,117
2016-10-03,117
2016-10-04,134
2016-10-05,103
2016-10-06,102
2016-10-07,71
2016-10-08,84
2016-10-09,102
2016-10-10,105
2016-10-11,39
2016-10-12,34
2016-10-13,58
2016-10-14,38
2016-10-15,89
2016-10-16,99
2016-10-17,98
2016-10-18,66
2016-10-19,86
2016-10-20,70
2016-10-21,53
2016-10-22,109
2016-10-23,115
2016-10-24,106
2016-10-25,96
2016-10-26,88
2016-10-27,92
2016-10-28,58
2016-10-29,116
2016-10-30,117
2016-10-31,101
2016-11-01,87
2016-11-02,83
2016-11-03,69
2016-11-04,67
2016-11-05,105
2016-11-06,99
2016-11-07,108
2016-11-08,104
2016-11-09,83
2016-11-10,81
2016-11-11,87
2016-11-12,97
2016-11-13,131
2016-11-14,94
