Log_Date,FROM,TO,COUNT
2016-03-31,3,15,2
2016-04-02,3,15,3
2016-04-07,3,15,1
2016-04-08,3,15,1
2016-04-12,3,15,1
2016-04-13,3,15,1
2016-04-16,3,15,1
2016-04-20,3,15,1
2016-04-26,3,15,1
2016-05-01,3,15,1
2016-05-02,3,15,2
2016-05-03,3,15,2
2016-05-07,3,15,1
2016-05-08,3,15,1
2016-05-09,3,15,1
2016-05-10,3,15,1
2016-05-14,3,15,1
2016-05-16,3,15,3
2016-05-18,3,15,1
2016-05-19,3,15,2
2016-05-25,3,15,2
2016-05-26,3,15,1
2016-05-28,3,15,1
2016-05-30,3,15,1
2016-06-03,3,15,1
2016-06-08,3,15,1
2016-06-09,3,15,1
2016-06-12,3,15,1
2016-06-13,3,15,1
2016-06-27,3,15,2
2016-07-05,3,15,1
2016-07-06,3,15,1
2016-07-07,3,15,1
2016-07-10,3,15,1
2016-07-11,3,15,1
2016-07-12,3,15,1
2016-07-18,3,15,1
2016-07-21,3,15,1
2016-07-23,3,15,1
2016-07-25,3,15,1
2016-07-26,3,15,1
2016-07-29,3,15,1
2016-07-31,3,15,1
2016-08-09,3,15,1
2016-08-10,3,15,1
2016-08-19,3,15,1
2016-08-22,3,15,2
2016-08-23,3,15,1
2016-08-29,3,15,2
2016-08-30,3,15,1
2016-09-04,3,15,1
2016-09-10,3,15,1
2016-09-11,3,15,4
2016-09-14,3,15,1
2016-09-16,3,15,1
2016-09-18,3,15,1
2016-09-19,3,15,2
2016-09-22,3,15,1
2016-09-25,3,15,1
2016-09-26,3,15,4
2016-09-27,3,15,2
2016-09-30,3,15,1
2016-10-01,3,15,2
2016-10-04,3,15,1
2016-10-05,3,15,2
2016-10-17,3,15,2
2016-10-23,3,15,2
2016-10-25,3,15,3
2016-10-26,3,15,1
2016-10-30,3,15,1
2016-11-02,3,15,2
2016-11-03,3,15,2
2016-11-05,3,15,2
2016-11-06,3,15,1
2016-11-09,3,15,1
2016-11-12,3,15,2
2016-11-13,3,15,1
2016-11-14,3,15,1
2016-11-15,3,15,1
2016-11-21,3,15,1
2016-11-25,3,15,1
2016-12-06,3,15,3
2016-12-07,3,15,2
2016-12-11,3,15,1
2016-12-17,3,15,1
2016-12-20,3,15,5
2016-12-21,3,15,1
