Log_Date,COUNT
2016-03-21,4
2016-03-22,6
2016-03-23,3
2016-03-24,7
2016-03-25,4
2016-03-26,5
2016-03-27,4
2016-03-28,8
2016-03-29,3
2016-03-30,5
2016-03-31,3
2016-04-01,4
2016-04-02,3
2016-04-03,10
2016-04-04,17
2016-04-05,6
2016-04-06,8
2016-04-07,9
2016-04-08,11
2016-04-09,12
2016-04-10,7
2016-04-11,11
2016-04-12,9
2016-04-13,8
2016-04-14,10
2016-04-15,7
2016-04-16,10
2016-04-17,7
2016-04-18,8
2016-04-19,6
2016-04-20,12
2016-04-21,13
2016-04-22,8
2016-04-23,8
2016-04-24,7
2016-04-25,8
2016-04-26,8
2016-04-27,12
2016-04-28,9
2016-04-29,1
2016-04-30,15
2016-05-01,12
2016-05-02,11
2016-05-03,10
2016-05-04,8
2016-05-05,7
2016-05-06,7
2016-05-07,21
2016-05-08,17
2016-05-09,11
2016-05-10,8
2016-05-11,13
2016-05-12,6
2016-05-13,3
2016-05-14,13
2016-05-15,14
2016-05-16,16
2016-05-17,15
2016-05-18,16
2016-05-19,11
2016-05-20,5
2016-05-21,13
2016-05-22,11
2016-05-23,18
2016-05-24,15
2016-05-25,10
2016-05-26,2
2016-05-27,5
2016-05-28,17
2016-05-29,6
2016-05-30,6
2016-05-31,9
2016-06-01,9
2016-06-02,3
2016-06-03,2
2016-06-04,4
2016-06-05,10
2016-06-06,8
2016-06-07,11
2016-06-08,10
2016-06-09,8
2016-06-10,7
2016-06-11,13
2016-06-12,24
2016-06-13,11
2016-06-14,6
2016-06-15,15
2016-06-16,13
2016-06-17,5
2016-06-18,13
2016-06-19,10
2016-06-20,18
2016-06-21,3
2016-06-22,20
2016-06-23,11
2016-06-24,11
2016-06-25,19
2016-06-26,13
2016-06-27,8
2016-06-28,8
2016-06-29,26
2016-06-30,7
2016-07-01,7
2016-07-02,8
2016-07-03,7
2016-07-04,12
2016-07-05,14
2016-07-06,8
2016-07-07,4
2016-07-08,7
2016-07-09,25
2016-07-10,20
2016-07-11,7
2016-07-12,11
2016-07-13,16
2016-07-14,7
2016-07-15,5
2016-07-16,9
2016-07-17,13
2016-07-18,17
2016-07-19,11
2016-07-20,14
2016-07-21,15
2016-07-22,14
2016-07-23,25
2016-07-24,14
2016-07-25,13
2016-07-26,18
2016-07-27,10
2016-07-28,9
2016-07-29,6
2016-07-30,11
2016-07-31,13
2016-08-01,13
2016-08-02,23
2016-08-03,5
2016-08-04,4
2016-08-05,8
2016-08-06,13
2016-08-07,18
2016-08-08,12
2016-08-09,13
2016-08-10,16
2016-08-11,3
2016-08-12,3
2016-08-13,9
2016-08-14,12
2016-08-15,13
2016-08-16,10
2016-08-17,9
2016-08-18,9
2016-08-19,9
2016-08-20,14
2016-08-21,16
2016-08-22,11
2016-08-23,12
2016-08-24,17
2016-08-25,15
2016-08-26,8
2016-08-27,18
2016-08-28,9
2016-08-29,10
2016-08-30,13
2016-08-31,10
2016-09-01,12
2016-09-02,3
2016-09-03,5
2016-09-04,19
2016-09-05,12
2016-09-06,8
2016-09-07,18
2016-09-08,9
2016-09-09,12
2016-09-10,21
2016-09-11,22
2016-09-12,9
2016-09-13,13
2016-09-14,14
2016-09-15,14
2016-09-16,9
2016-09-17,16
2016-09-18,16
2016-09-19,8
2016-09-20,10
2016-09-21,15
2016-09-22,9
2016-09-23,6
2016-09-24,13
2016-09-25,17
2016-09-26,15
2016-09-27,13
2016-09-28,9
2016-09-29,11
2016-09-30,15
2016-10-01,7
2016-10-02,20
2016-10-03,13
2016-10-04,16
2016-10-05,17
2016-10-06,10
2016-10-07,11
2016-10-08,16
2016-10-09,20
2016-10-10,15
2016-10-11,5
2016-10-12,5
2016-10-13,7
2016-10-14,8
2016-10-15,21
2016-10-16,22
2016-10-17,13
2016-10-18,8
2016-10-19,7
2016-10-20,6
2016-10-21,9
2016-10-22,15
2016-10-23,12
2016-10-24,13
2016-10-25,6
2016-10-26,11
2016-10-27,10
2016-10-28,4
2016-10-29,8
2016-10-30,8
2016-10-31,6
2016-11-01,7
2016-11-02,8
2016-11-03,4
2016-11-04,5
2016-11-05,20
2016-11-06,11
2016-11-07,10
2016-11-08,9
2016-11-09,5
2016-11-10,7
2016-11-11,5
2016-11-12,11
2016-11-13,4
2016-11-14,4
2016-11-15,9
2016-11-16,5
2016-11-17,8
2016-11-18,10
2016-11-19,12
2016-11-20,7
2016-11-21,11
2016-11-22,11
2016-11-23,11
2016-11-24,6
2016-11-25,5
2016-11-26,11
2016-11-27,14
2016-11-28,6
2016-11-29,4
2016-11-30,6
2016-12-01,6
2016-12-02,4
2016-12-03,16
2016-12-04,6
2016-12-05,10
2016-12-06,16
2016-12-07,13
2016-12-08,6
2016-12-09,11
2016-12-10,19
2016-12-11,5
2016-12-12,13
2016-12-13,11
2016-12-14,18
2016-12-15,12
2016-12-16,12
2016-12-17,14
2016-12-18,8
2016-12-19,12
2016-12-20,8
2016-12-21,11
2016-12-22,6
2016-12-23,6
2016-12-24,12
2016-12-25,7
2016-12-26,13
2016-12-27,12
2016-12-28,14
2016-12-29,11
2016-12-30,11
2016-12-31,13
2017-01-01,4
2017-01-02,16
2017-01-03,12
2017-01-04,10
2017-01-05,4
2017-01-06,7
2017-01-07,7
2017-01-08,11
2017-01-09,12
2017-01-10,11
2017-01-11,17
2017-01-12,10
2017-01-13,5
2017-01-14,10
2017-01-15,6
2017-01-16,12
2017-01-17,13
2017-01-18,8
2017-01-19,2
2017-01-20,3
2017-01-21,5
2017-01-22,11
2017-01-23,11
2017-01-24,9
2017-01-25,13
2017-01-26,5
2017-01-27,10
2017-01-28,7
2017-01-29,14
2017-01-30,14
2017-01-31,10
2017-02-01,8
2017-02-02,13
2017-02-03,13
2017-02-04,7
2017-02-05,6
2017-02-06,13
2017-02-07,8
2017-02-08,9
2017-02-09,4
2017-02-10,4
2017-02-11,16
2017-02-12,7
2017-02-13,9
2017-02-14,10
2017-02-15,6
2017-02-16,9
2017-02-17,12
2017-02-18,21
2017-02-19,16
2017-02-20,10
2017-02-21,21
2017-02-22,11
2017-02-23,13
2017-02-24,6
2017-02-25,17
2017-02-26,24
2017-02-27,8
2017-02-28,12
2017-03-01,16
2017-03-02,9
2017-03-03,7
2017-03-04,20
2017-03-05,16
2017-03-06,10
2017-03-07,13
2017-03-08,10
2017-03-09,14
2017-03-10,6
2017-03-11,15
2017-03-12,13
2017-03-13,13
2017-03-14,14
2017-03-15,18
2017-03-16,14
2017-03-17,10
2017-03-18,20
2017-03-19,13
2017-03-20,18
2017-03-21,21
2017-03-22,13
2017-03-23,27
2017-03-24,28
2017-03-25,33
2017-03-26,40
2017-03-27,28
2017-03-28,29
2017-03-29,17
2017-03-30,13
2017-03-31,30
2017-04-01,16
2017-04-02,2
2017-04-03,23
2017-04-04,21
2017-04-05,22
2017-04-06,30
2017-04-07,9
2017-04-08,30
2017-04-09,27
2017-04-10,24
2017-04-11,12
2017-04-12,26
2017-04-13,21
2017-04-14,16
2017-04-15,25
2017-04-16,29
2017-04-17,28
2017-04-18,34
2017-04-19,21
2017-04-20,18
2017-04-21,19
2017-04-22,23
2017-04-23,27
2017-04-24,28
2017-04-25,27
2017-04-26,32
2017-04-27,16
2017-04-28,15
2017-04-29,21
2017-04-30,30
2017-05-01,21
2017-05-02,25
2017-05-03,35
2017-05-04,14
2017-05-05,23
2017-05-06,26
2017-05-07,23
2017-05-08,31
2017-05-09,17
2017-05-10,28
2017-05-11,21
2017-05-12,11
2017-05-13,29
2017-05-14,27
2017-05-15,20
2017-05-16,24
2017-05-17,47
2017-05-18,13
2017-05-19,19
2017-05-20,22
2017-05-21,24
2017-05-22,31
2017-05-23,22
2017-05-24,26
2017-05-25,16
2017-05-26,20
2017-05-27,36
2017-05-28,29
2017-05-29,35
2017-05-30,18
2017-05-31,31
2017-06-01,17
2017-06-02,24
2017-06-03,38
2017-06-04,14
2017-06-05,19
2017-06-06,29
2017-06-07,28
2017-06-08,17
2017-06-09,28
2017-06-10,32
2017-06-11,25
2017-06-12,34
2017-06-13,24
2017-06-14,28
2017-06-15,32
2017-06-16,22
2017-06-17,35
2017-06-18,31
2017-06-19,29
2017-06-20,18
2017-06-21,10
2017-06-22,30
2017-06-23,21
2017-06-24,23
2017-06-25,45
2017-06-26,26
2017-06-27,28
2017-06-28,19
2017-06-29,16
2017-06-30,13
2017-07-01,35
2017-07-02,27
2017-07-03,23
2017-07-04,29
2017-07-05,20
2017-07-06,16
2017-07-07,10
2017-07-08,40
2017-07-09,42
2017-07-10,30
2017-07-11,33
2017-07-12,19
2017-07-13,19
2017-07-14,9
2017-07-15,26
2017-07-16,38
2017-07-17,28
2017-07-18,39
2017-07-19,26
2017-07-20,26
2017-07-21,15
2017-07-22,23
2017-07-23,19
2017-07-24,32
2017-07-25,19
2017-07-26,19
2017-07-27,17
2017-07-28,15
2017-07-29,33
2017-07-30,27
2017-07-31,25
2017-08-01,17
2017-08-02,16
2017-08-03,14
2017-08-04,22
2017-08-05,25
2017-08-06,25
2017-08-07,22
2017-08-08,21
2017-08-09,23
2017-08-10,22
2017-08-11,15
2017-08-12,25
2017-08-13,22
2017-08-14,25
2017-08-15,14
2017-08-16,23
2017-08-17,9
2017-08-18,20
2017-08-19,23
2017-08-20,25
