Log_Date,COUNT
2016-03-21,5
2016-03-22,4
2016-03-23,3
2016-03-24,6
2016-03-25,4
2016-03-26,5
2016-03-27,9
2016-03-28,8
2016-03-29,4
2016-03-30,1
2016-03-31,3
2016-04-01,1
2016-04-02,5
2016-04-03,3
2016-04-04,7
2016-04-05,4
2016-04-06,5
2016-04-07,6
2016-04-08,1
2016-04-09,6
2016-04-10,7
2016-04-11,4
2016-04-12,2
2016-04-13,5
2016-04-14,3
2016-04-15,3
2016-04-16,3
2016-04-17,14
2016-04-18,10
2016-04-19,7
2016-04-20,6
2016-04-21,5
2016-04-22,1
2016-04-23,5
2016-04-24,7
2016-04-25,6
2016-04-26,8
2016-04-27,3
2016-04-28,4
2016-04-29,2
2016-04-30,11
2016-05-01,1
2016-05-02,6
2016-05-03,2
2016-05-04,4
2016-05-05,0
2016-05-06,3
2016-05-07,9
2016-05-08,3
2016-05-09,6
2016-05-10,6
2016-05-11,8
2016-05-12,6
2016-05-13,4
2016-05-14,10
2016-05-15,3
2016-05-16,4
2016-05-17,0
2016-05-18,3
2016-05-19,6
2016-05-20,5
2016-05-21,3
2016-05-22,4
2016-05-23,7
2016-05-24,11
2016-05-25,10
2016-05-26,5
2016-05-27,0
2016-05-28,5
2016-05-29,9
2016-05-30,5
2016-05-31,4
2016-06-01,6
2016-06-02,1
2016-06-03,4
2016-06-04,5
2016-06-05,6
2016-06-06,6
2016-06-07,1
2016-06-08,4
2016-06-09,3
2016-06-10,2
2016-06-11,10
2016-06-12,8
2016-06-13,2
2016-06-14,4
2016-06-15,10
2016-06-16,6
2016-06-17,1
2016-06-18,12
2016-06-19,4
2016-06-20,6
2016-06-21,3
2016-06-22,10
2016-06-23,9
2016-06-24,4
2016-06-25,13
2016-06-26,12
2016-06-27,8
2016-06-28,10
2016-06-29,15
2016-06-30,11
2016-07-01,7
2016-07-02,8
2016-07-03,2
2016-07-04,4
2016-07-05,7
2016-07-06,6
2016-07-07,4
2016-07-08,4
2016-07-09,6
2016-07-10,5
2016-07-11,17
2016-07-12,5
2016-07-13,10
2016-07-14,6
2016-07-15,5
2016-07-16,8
2016-07-17,8
2016-07-18,11
2016-07-19,10
2016-07-20,7
2016-07-21,7
2016-07-22,7
2016-07-23,8
2016-07-24,5
2016-07-25,9
2016-07-26,8
2016-07-27,6
2016-07-28,9
2016-07-29,5
2016-07-30,3
2016-07-31,11
2016-08-01,6
2016-08-02,4
2016-08-03,6
2016-08-04,8
2016-08-05,5
2016-08-06,10
2016-08-07,8
2016-08-08,10
2016-08-09,5
2016-08-10,9
2016-08-11,5
2016-08-12,1
2016-08-13,8
2016-08-14,9
2016-08-15,13
2016-08-16,8
2016-08-17,5
2016-08-18,11
2016-08-19,3
2016-08-20,8
2016-08-21,9
2016-08-22,6
2016-08-23,6
2016-08-24,10
2016-08-25,8
2016-08-26,5
2016-08-27,13
2016-08-28,12
2016-08-29,17
2016-08-30,10
2016-08-31,12
2016-09-01,10
2016-09-02,12
2016-09-03,17
2016-09-04,17
2016-09-05,11
2016-09-06,10
2016-09-07,13
2016-09-08,9
2016-09-09,7
2016-09-10,8
2016-09-11,8
2016-09-12,5
2016-09-13,11
2016-09-14,11
2016-09-15,5
2016-09-16,5
2016-09-17,9
2016-09-18,13
2016-09-19,12
2016-09-20,8
2016-09-21,10
2016-09-22,5
2016-09-23,4
2016-09-24,10
2016-09-25,12
2016-09-26,10
2016-09-27,6
2016-09-28,11
2016-09-29,5
2016-09-30,5
2016-10-01,12
2016-10-02,5
2016-10-03,20
2016-10-04,12
2016-10-05,17
2016-10-06,7
2016-10-07,7
2016-10-08,11
2016-10-09,9
2016-10-10,6
2016-10-11,4
2016-10-12,2
2016-10-13,5
2016-10-14,1
2016-10-15,5
2016-10-16,13
2016-10-17,10
2016-10-18,4
2016-10-19,8
2016-10-20,5
2016-10-21,3
2016-10-22,19
2016-10-23,19
2016-10-24,13
2016-10-25,11
2016-10-26,20
2016-10-27,14
2016-10-28,7
2016-10-29,19
2016-10-30,10
2016-10-31,22
2016-11-01,10
2016-11-02,18
2016-11-03,18
2016-11-04,11
2016-11-05,14
2016-11-06,20
2016-11-07,23
2016-11-08,24
2016-11-09,9
2016-11-10,9
2016-11-11,15
2016-11-12,20
2016-11-13,16
2016-11-14,16
2016-11-15,26
2016-11-16,15
2016-11-17,12
2016-11-18,11
2016-11-19,20
2016-11-20,21
2016-11-21,22
2016-11-22,24
2016-11-23,36
2016-11-24,24
2016-11-25,18
2016-11-26,10
2016-11-27,15
2016-11-28,10
2016-11-29,12
2016-11-30,13
2016-12-01,13
2016-12-02,11
2016-12-03,18
