Log_Date,COUNT
2018-02-04,3
2018-02-05,0
2018-02-06,3
2018-02-07,2
2018-02-08,0
2018-02-09,1
2018-02-10,1
2018-02-11,1
2018-02-12,3
2018-02-13,0
2018-02-14,3
2018-02-15,2
2018-02-16,1
2018-02-17,1
2018-02-18,1
2018-02-19,0
2018-02-20,1
2018-02-21,0
2018-02-22,0
2018-02-23,0
2018-02-24,0
2018-02-25,2
2018-02-26,2
2018-02-27,1
2018-02-28,2
2018-03-01,2
2018-03-02,0
2018-03-03,1
2018-03-04,1
2018-03-05,1
2018-03-06,0
2018-03-07,2
2018-03-08,0
2018-03-09,1
2018-03-10,1
2018-03-11,0
2018-03-12,0
2018-03-13,0
2018-03-14,1
2018-03-15,0
2018-03-16,0
2018-03-17,0
2018-03-18,0
2018-03-19,4
