Log_Date,FROM,TO,COUNT
2016-04-09,49,53,1
2016-04-28,49,53,1
2016-05-16,49,53,1
2016-06-08,49,53,1
2016-06-11,49,53,1
2016-06-15,49,53,1
2016-06-23,49,53,1
2016-06-28,49,53,2
2016-07-03,49,53,1
2016-07-07,49,53,1
2016-07-09,49,53,1
2016-07-11,49,53,1
2016-07-13,49,53,1
2016-08-01,49,53,5
2016-08-02,49,53,1
2016-08-09,49,53,1
2016-08-21,49,53,1
2016-08-25,49,53,4
2016-08-27,49,53,1
2016-08-31,49,53,2
2016-09-05,49,53,2
2016-09-08,49,53,1
2016-09-12,49,53,1
2016-09-13,49,53,1
2016-09-14,49,53,2
2016-09-15,49,53,2
2016-09-22,49,53,1
2016-09-25,49,53,1
2016-09-28,49,53,1
2016-10-03,49,53,2
2016-10-08,49,53,3
2016-10-20,49,53,2
2016-10-24,49,53,1
2016-10-30,49,53,1
2016-11-03,49,53,1
2016-11-11,49,53,1
2016-12-02,49,53,1
2016-12-31,49,53,2
2017-03-23,49,53,1
2017-05-03,49,53,1
2017-05-06,49,53,1
2017-05-09,49,53,1
2017-06-21,49,53,1
2017-06-22,49,53,1
2017-06-23,49,53,1
2017-06-29,49,53,1
2017-07-01,49,53,3
2017-07-10,49,53,2
2017-07-16,49,53,1
2017-07-18,49,53,2
2017-07-19,49,53,2
2017-07-20,49,53,1
2017-07-22,49,53,1
2017-07-29,49,53,1
2017-08-03,49,53,1
2017-08-04,49,53,1
2017-08-06,49,53,2
2017-08-07,49,53,1
2017-08-12,49,53,1
2017-08-13,49,53,1
2017-08-17,49,53,2
2017-08-18,49,53,1
2017-08-23,49,53,2
2017-08-24,49,53,1
2017-08-26,49,53,1
2017-09-02,49,53,1
2017-09-05,49,53,2
2017-09-16,49,53,1
2017-09-20,49,53,1
2017-09-25,49,53,1
2017-10-10,49,53,1
2017-10-11,49,53,1
2017-10-15,49,53,1
2017-10-17,49,53,1
2017-10-18,49,53,1
2017-10-19,49,53,1
2017-10-23,49,53,1
2017-10-24,49,53,2
2017-10-26,49,53,1
2017-11-07,49,53,3
2017-11-09,49,53,2
2017-11-10,49,53,1
2017-11-11,49,53,2
2017-11-14,49,53,2
2017-11-18,49,53,2
2017-11-27,49,53,1
2017-11-28,49,53,1
2017-11-29,49,53,1
2017-12-03,49,53,1
2017-12-06,49,53,1
2017-12-09,49,53,1
2017-12-10,49,53,1
2017-12-15,49,53,2
2017-12-16,49,53,3
2017-12-18,49,53,1
2017-12-19,49,53,4
2017-12-20,49,53,1
2017-12-23,49,53,2
2017-12-24,49,53,1
2017-12-29,49,53,1
2017-12-30,49,53,1
2018-01-02,49,53,1
2018-01-04,49,53,1
2018-01-06,49,53,1
2018-01-09,49,53,1
2018-01-10,49,53,2
2018-01-13,49,53,1
2018-01-18,49,53,1
2018-01-20,49,53,1
2018-01-23,49,53,1
2018-01-25,49,53,1
2018-01-26,49,53,1
2018-01-28,49,53,1
2018-01-29,49,53,1
2018-01-30,49,53,1
2018-01-31,49,53,4
2018-02-03,49,53,1
2018-02-09,49,53,1
2018-02-10,49,53,1
2018-02-12,49,53,1
2018-02-13,49,53,2
2018-02-14,49,53,1
2018-02-17,49,53,1
2018-02-18,49,53,1
2018-02-21,49,53,1
2018-02-28,49,53,3
2018-03-03,49,53,3
2018-03-09,49,53,2
2018-03-10,49,53,1
2018-03-11,49,53,1
2018-03-12,49,53,1
2018-03-14,49,53,1
2018-03-18,49,53,1
