Log_Date,FROM,TO,COUNT
2017-01-08,67,37,1
2017-01-20,67,37,1
2017-02-03,67,37,1
2017-02-07,67,37,1
2017-03-01,67,37,2
2017-03-25,67,37,2
2017-03-26,67,37,1
2017-03-30,67,37,1
2017-05-10,67,37,1
2017-05-24,67,37,1
2017-05-30,67,37,2
2017-06-13,67,37,1
2017-06-18,67,37,1
2017-06-24,67,37,1
2017-06-27,67,37,1
2017-07-03,67,37,2
2017-08-07,67,37,1
2017-09-20,67,37,2
2017-09-22,67,37,4
2017-09-25,67,37,1
2017-10-02,67,37,2
2017-10-03,67,37,1
2017-10-08,67,37,1
2017-10-22,67,37,1
2017-10-23,67,37,1
2017-10-28,67,37,1
2017-11-02,67,37,1
2017-11-10,67,37,1
2017-11-11,67,37,1
2017-11-13,67,37,1
2017-11-15,67,37,1
2017-11-16,67,37,1
2017-11-17,67,37,1
2017-11-24,67,37,1
2017-12-08,67,37,1
2017-12-18,67,37,2
2017-12-30,67,37,1
2018-01-07,67,37,1
2018-01-19,67,37,1
2018-01-31,67,37,1
2018-02-01,67,37,1
2018-02-06,67,37,1
2018-02-10,67,37,1
2018-02-13,67,37,2
2018-02-15,67,37,1
2018-02-17,67,37,2
2018-02-18,67,37,1
2018-03-04,67,37,1
2018-03-06,67,37,1
2018-03-07,67,37,2
