Log_Date,FROM,TO,COUNT
2016-03-21,36,70,1
2016-04-04,36,70,1
2016-04-16,36,70,2
2016-04-17,36,70,1
2016-04-27,36,70,1
2016-04-28,36,70,2
2016-04-30,36,70,2
2016-05-02,36,70,1
2016-05-08,36,70,1
2016-05-09,36,70,4
2016-05-15,36,70,1
2016-05-16,36,70,1
2016-05-17,36,70,1
2016-05-18,36,70,1
2016-05-22,36,70,2
2016-05-23,36,70,1
2016-05-26,36,70,1
2016-05-28,36,70,1
2016-05-29,36,70,2
2016-05-31,36,70,1
2016-06-01,36,70,1
2016-06-07,36,70,1
2016-06-08,36,70,1
2016-06-13,36,70,3
2016-06-18,36,70,2
2016-06-19,36,70,2
2016-06-22,36,70,2
2016-06-25,36,70,1
2016-06-28,36,70,1
2016-07-03,36,70,2
2016-07-04,36,70,1
2016-07-12,36,70,2
2016-07-13,36,70,1
2016-07-25,36,70,1
2016-07-31,36,70,2
2016-08-03,36,70,1
2016-08-07,36,70,1
2016-08-08,36,70,2
2016-08-15,36,70,1
2016-08-18,36,70,1
2016-08-19,36,70,1
2016-08-22,36,70,1
2016-08-30,36,70,1
2016-08-31,36,70,1
2016-09-14,36,70,9
2016-09-15,36,70,1
2016-09-28,36,70,1
2016-10-01,36,70,1
2016-10-03,36,70,1
2016-10-06,36,70,1
2016-10-13,36,70,2
2016-10-17,36,70,1
2016-10-19,36,70,2
2016-10-24,36,70,2
2016-10-26,36,70,2
2016-10-30,36,70,1
2016-11-04,36,70,1
2016-11-08,36,70,1
2016-11-09,36,70,2
2016-11-16,36,70,1
2016-11-24,36,70,2
2016-11-25,36,70,1
2016-12-02,36,70,2
2016-12-03,36,70,1
2016-12-04,36,70,1
2016-12-10,36,70,2
2016-12-12,36,70,1
2016-12-20,36,70,1
2016-12-21,36,70,1
2016-12-26,36,70,1
2016-12-27,36,70,1
2016-12-28,36,70,1
2016-12-30,36,70,1
2017-01-01,36,70,1
2017-01-07,36,70,1
2017-01-22,36,70,1
2017-01-25,36,70,1
2017-01-26,36,70,1
2017-01-28,36,70,1
2017-01-29,36,70,2
2017-02-05,36,70,1
2017-02-07,36,70,1
2017-02-08,36,70,1
2017-02-11,36,70,2
2017-02-22,36,70,1
2017-02-27,36,70,1
2017-02-28,36,70,1
2017-03-01,36,70,1
2017-03-06,36,70,1
2017-03-08,36,70,1
2017-03-09,36,70,2
2017-03-10,36,70,1
2017-03-11,36,70,1
2017-03-17,36,70,1
2017-03-20,36,70,1
2017-03-22,36,70,2
2017-03-24,36,70,2
2017-03-31,36,70,1
2017-04-01,36,70,1
2017-04-12,36,70,1
2017-05-17,36,70,1
2017-06-05,36,70,1
2017-06-10,36,70,1
2017-06-14,36,70,1
2017-06-15,36,70,1
2017-06-26,36,70,1
2017-07-01,36,70,1
2017-07-03,36,70,1
2017-07-04,36,70,1
2017-07-05,36,70,1
2017-07-10,36,70,1
2017-07-12,36,70,1
2017-07-17,36,70,1
2017-07-19,36,70,1
2017-07-25,36,70,2
2017-07-26,36,70,1
2017-08-22,36,70,1
2017-08-29,36,70,1
2017-09-02,36,70,1
2017-09-10,36,70,2
2017-09-16,36,70,1
2017-09-18,36,70,1
2017-09-22,36,70,2
2017-09-24,36,70,1
2017-09-25,36,70,1
2017-10-02,36,70,1
2017-10-08,36,70,1
2017-10-10,36,70,1
2017-10-17,36,70,1
2017-10-18,36,70,1
2017-10-21,36,70,1
2017-10-27,36,70,1
2017-10-29,36,70,1
2017-10-30,36,70,1
2017-10-31,36,70,3
2017-11-01,36,70,1
2017-11-04,36,70,1
2017-11-05,36,70,1
2017-11-06,36,70,4
2017-11-09,36,70,1
2017-11-14,36,70,1
2017-11-17,36,70,1
2017-11-18,36,70,1
2017-11-19,36,70,1
2017-11-21,36,70,1
2017-11-22,36,70,1
2017-11-26,36,70,4
2017-11-29,36,70,1
2017-12-03,36,70,2
2017-12-05,36,70,1
2017-12-07,36,70,1
2017-12-09,36,70,1
2017-12-14,36,70,1
2017-12-19,36,70,2
2017-12-23,36,70,1
2017-12-25,36,70,1
2017-12-27,36,70,1
2017-12-29,36,70,1
2018-01-01,36,70,1
2018-01-05,36,70,1
2018-01-06,36,70,1
2018-01-09,36,70,1
2018-01-13,36,70,1
2018-01-16,36,70,3
2018-01-21,36,70,2
2018-01-23,36,70,5
2018-01-24,36,70,1
2018-01-25,36,70,1
2018-01-26,36,70,2
2018-01-29,36,70,1
2018-01-30,36,70,1
2018-01-31,36,70,3
2018-02-01,36,70,1
2018-02-04,36,70,1
2018-02-05,36,70,2
2018-02-06,36,70,1
2018-02-07,36,70,1
2018-02-10,36,70,3
2018-02-12,36,70,5
2018-02-13,36,70,2
2018-02-14,36,70,5
2018-02-17,36,70,1
2018-02-18,36,70,1
2018-02-22,36,70,1
2018-02-24,36,70,2
2018-02-25,36,70,3
2018-02-27,36,70,1
2018-02-28,36,70,1
2018-03-01,36,70,1
2018-03-02,36,70,1
2018-03-05,36,70,3
2018-03-09,36,70,3
2018-03-10,36,70,3
2018-03-12,36,70,3
2018-03-17,36,70,2
2018-03-19,36,70,1
